,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
32808,ENSG00000161677,JOSD2,Stim8hr,424.0,20,3,23,-8.631481465937762,True,18.09027706393531,False,>10 DE genes,on-target KD,ENSG00000161677,ENSG00000161677_Stim8hr,JOSD2
32809,ENSG00000162702,ZNF281,Stim8hr,233.0,4,1,5,-5.98722481857415,True,49.54162523970565,False,2-10 DE genes,on-target KD,ENSG00000162702,ENSG00000162702_Stim8hr,ZNF281
32810,ENSG00000163792,TCF23,Stim8hr,678.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000163792,ENSG00000163792_Stim8hr,TCF23
32811,ENSG00000167987,VPS37C,Stim8hr,308.0,1,0,1,-1.2021689848977772,False,0.6902148543160799,False,1 DE gene,no on-target KD,ENSG00000167987,ENSG00000167987_Stim8hr,VPS37C
32812,ENSG00000167996,FTH1,Stim8hr,521.0,0,1,1,-16.840842687993717,True,98.82559228377232,False,1 DE gene,on-target KD,ENSG00000167996,ENSG00000167996_Stim8hr,FTH1
32813,ENSG00000169228,RAB24,Stim8hr,496.0,0,1,1,-3.2788484380125373,False,3.449209069603632,True,1 DE gene,putative off-target,ENSG00000169228,ENSG00000169228_Stim8hr,RAB24
32814,ENSG00000171448,ZBTB26,Stim8hr,1616.0,2,4,6,-12.602887867921892,True,12.90080542548558,True,2-10 DE genes,on-target KD,ENSG00000171448,ENSG00000171448_Stim8hr,ZBTB26
32815,ENSG00000171517,LPAR3,Stim8hr,621.0,0,3,3,-2.4769514322330566,False,1.0526412779635972,False,2-10 DE genes,no on-target KD,ENSG00000171517,ENSG00000171517_Stim8hr,LPAR3
32816,ENSG00000171840,NINJ2,Stim8hr,428.0,1,0,1,-3.24472593316124,False,6.85454633198511,False,1 DE gene,no on-target KD,ENSG00000171840,ENSG00000171840_Stim8hr,NINJ2
32817,ENSG00000172292,CERS6,Stim8hr,307.0,1,2,3,-12.779416316011735,True,61.07938699295096,False,2-10 DE genes,on-target KD,ENSG00000172292,ENSG00000172292_Stim8hr,CERS6
32818,ENSG00000173457,PPP1R14B,Stim8hr,166.0,4,1,5,-5.320145165770992,True,19.099030796339648,False,2-10 DE genes,on-target KD,ENSG00000173457,ENSG00000173457_Stim8hr,PPP1R14B
32819,ENSG00000176225,RTTN,Stim8hr,78.0,22,37,59,-2.062963574432334,True,10.418983777814894,False,>10 DE genes,on-target KD,ENSG00000176225,ENSG00000176225_Stim8hr,RTTN
32820,ENSG00000177879,AP3S1,Stim8hr,182.0,0,4,4,-7.882837433872452,True,40.092779565094425,True,2-10 DE genes,on-target KD,ENSG00000177879,ENSG00000177879_Stim8hr,AP3S1
32821,ENSG00000177932,ZNF354C,Stim8hr,468.0,0,1,1,-5.896289133860565,True,8.953744502279099,False,1 DE gene,on-target KD,ENSG00000177932,ENSG00000177932_Stim8hr,ZNF354C
32822,ENSG00000181929,PRKAG1,Stim8hr,650.0,0,1,1,-21.99652378527915,True,84.32386713993567,False,1 DE gene,on-target KD,ENSG00000181929,ENSG00000181929_Stim8hr,PRKAG1
32823,ENSG00000183208,GDPGP1,Stim8hr,500.0,0,2,2,-6.099177997637181,True,7.450278693476607,False,2-10 DE genes,on-target KD,ENSG00000183208,ENSG00000183208_Stim8hr,GDPGP1
32824,ENSG00000183576,SETD3,Stim8hr,476.0,0,1,1,-20.482833615933885,True,102.06492014828828,False,1 DE gene,on-target KD,ENSG00000183576,ENSG00000183576_Stim8hr,SETD3
32825,ENSG00000185164,NOMO2,Stim8hr,141.0,4,0,4,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000185164,ENSG00000185164_Stim8hr,NOMO2
32826,ENSG00000185475,TMEM179B,Stim8hr,402.0,0,1,1,-15.743739542456831,True,69.30740256175142,False,1 DE gene,on-target KD,ENSG00000185475,ENSG00000185475_Stim8hr,TMEM179B
32827,ENSG00000197646,PDCD1LG2,Stim8hr,582.0,2,0,2,-1.692964420228031,False,0.6440065527935573,False,2-10 DE genes,no on-target KD,ENSG00000197646,ENSG00000197646_Stim8hr,PDCD1LG2
32828,ENSG00000198799,LRIG2,Stim8hr,426.0,0,2,2,-10.582597426198983,True,27.46716622143319,False,2-10 DE genes,on-target KD,ENSG00000198799,ENSG00000198799_Stim8hr,LRIG2
32829,ENSG00000198816,ZNF358,Stim8hr,254.0,4,4,8,-2.970270296908934,False,5.495962848336265,False,2-10 DE genes,no on-target KD,ENSG00000198816,ENSG00000198816_Stim8hr,ZNF358
32830,ENSG00000198863,RUNDC1,Stim8hr,638.0,0,1,1,-11.59826091117086,True,22.705018588852305,False,1 DE gene,on-target KD,ENSG00000198863,ENSG00000198863_Stim8hr,RUNDC1
32831,ENSG00000204231,RXRB,Stim8hr,291.0,54,62,116,-1.102363803914818,False,38.84176613018748,False,>10 DE genes,no on-target KD,ENSG00000204231,ENSG00000204231_Stim8hr,RXRB
32832,ENSG00000204314,PRRT1,Stim8hr,361.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000204314,ENSG00000204314_Stim8hr,PRRT1
32833,ENSG00000243056,EIF4EBP3,Stim8hr,655.0,3,1,4,-4.677269470652631,True,5.356506517324012,False,2-10 DE genes,on-target KD,ENSG00000243056,ENSG00000243056_Stim8hr,EIF4EBP3
32834,ENSG00000258839,MC1R,Stim8hr,685.0,2,4,6,-0.750104141968731,False,0.1871639352473152,False,2-10 DE genes,no on-target KD,ENSG00000258839,ENSG00000258839_Stim8hr,MC1R
32835,ENSG00000260596,DUX4,Stim8hr,540.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000260596,ENSG00000260596_Stim8hr,DUX4
32836,ENSG00000008869,HEATR5B,Stim8hr,461.0,13,6,19,-12.7347958896317,True,39.51645018069576,True,>10 DE genes,on-target KD,ENSG00000008869,ENSG00000008869_Stim8hr,HEATR5B
32837,ENSG00000093072,ADA2,Stim8hr,287.0,0,2,2,-5.616311781333976,True,15.155101046667529,False,2-10 DE genes,on-target KD,ENSG00000093072,ENSG00000093072_Stim8hr,ADA2
32838,ENSG00000097096,SYDE2,Stim8hr,344.0,2,0,2,-1.5640518874870268,False,0.842897698703112,False,2-10 DE genes,no on-target KD,ENSG00000097096,ENSG00000097096_Stim8hr,SYDE2
32839,ENSG00000099330,OCEL1,Stim8hr,701.0,1,2,3,-4.9690936004263975,True,4.582760031691822,False,2-10 DE genes,on-target KD,ENSG00000099330,ENSG00000099330_Stim8hr,OCEL1
32840,ENSG00000100412,ACO2,Stim8hr,172.0,55,4,59,-2.8636806537558903,False,42.04007310892101,False,>10 DE genes,no on-target KD,ENSG00000100412,ENSG00000100412_Stim8hr,ACO2
32841,ENSG00000100664,EIF5,Stim8hr,513.0,3,1,4,-9.086023479464783,True,279.83605571289104,False,2-10 DE genes,on-target KD,ENSG00000100664,ENSG00000100664_Stim8hr,EIF5
32842,ENSG00000101213,PTK6,Stim8hr,342.0,26,19,45,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000101213,ENSG00000101213_Stim8hr,PTK6
32843,ENSG00000102575,ACP5,Stim8hr,435.0,0,0,0,-4.030720490073468,False,5.731219115406024,False,no effect,no on-target KD,ENSG00000102575,ENSG00000102575_Stim8hr,ACP5
32844,ENSG00000103335,PIEZO1,Stim8hr,465.0,0,2,2,-9.67164927360448,True,23.42956421665565,False,2-10 DE genes,on-target KD,ENSG00000103335,ENSG00000103335_Stim8hr,PIEZO1
32845,ENSG00000105364,MRPL4,Stim8hr,613.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000105364,ENSG00000105364_Stim8hr,MRPL4
32846,ENSG00000106524,ANKMY2,Stim8hr,358.0,7,16,23,-5.076762714401356,True,7.151338391263278,True,>10 DE genes,on-target KD,ENSG00000106524,ENSG00000106524_Stim8hr,ANKMY2
32847,ENSG00000106789,CORO2A,Stim8hr,833.0,0,2,2,-3.020132120211141,False,1.1859214769103743,False,2-10 DE genes,no on-target KD,ENSG00000106789,ENSG00000106789_Stim8hr,CORO2A
32848,ENSG00000107159,CA9,Stim8hr,213.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000107159,ENSG00000107159_Stim8hr,CA9
32849,ENSG00000115392,FANCL,Stim8hr,165.0,156,25,181,-3.360809861390192,True,7.923799529396657,False,>10 DE genes,on-target KD,ENSG00000115392,ENSG00000115392_Stim8hr,FANCL
32850,ENSG00000115541,HSPE1,Stim8hr,53.0,38,10,48,-2.272803023126225,False,296.90535837797546,False,>10 DE genes,no on-target KD,ENSG00000115541,ENSG00000115541_Stim8hr,HSPE1
32851,ENSG00000115956,PLEK,Stim8hr,774.0,3,0,3,-2.8919951616826984,False,2.8055728634709443,False,2-10 DE genes,no on-target KD,ENSG00000115956,ENSG00000115956_Stim8hr,PLEK
32852,ENSG00000116539,ASH1L,Stim8hr,362.0,0,4,4,-11.563918043734748,True,86.850793068902,False,2-10 DE genes,on-target KD,ENSG00000116539,ENSG00000116539_Stim8hr,ASH1L
32853,ENSG00000117400,MPL,Stim8hr,643.0,0,2,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000117400,ENSG00000117400_Stim8hr,MPL
32854,ENSG00000120029,ARMH3,Stim8hr,241.0,3,4,7,-9.316639672319166,True,43.06305548917907,False,2-10 DE genes,on-target KD,ENSG00000120029,ENSG00000120029_Stim8hr,ARMH3
32855,ENSG00000128253,RFPL2,Stim8hr,820.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000128253,ENSG00000128253_Stim8hr,RFPL2
32856,ENSG00000132170,PPARG,Stim8hr,851.0,0,1,1,-5.280733666874651,True,13.890094539809184,False,1 DE gene,on-target KD,ENSG00000132170,ENSG00000132170_Stim8hr,PPARG
32857,ENSG00000133477,FAM83F,Stim8hr,411.0,1,2,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000133477,ENSG00000133477_Stim8hr,FAM83F
32858,ENSG00000139722,VPS37B,Stim8hr,1127.0,2,2,4,-11.989897426873693,True,29.416021861535697,False,2-10 DE genes,on-target KD,ENSG00000139722,ENSG00000139722_Stim8hr,VPS37B
32859,ENSG00000140264,SERF2,Stim8hr,442.0,1,4,5,-14.106115519924904,True,52.01547755821999,False,2-10 DE genes,on-target KD,ENSG00000140264,ENSG00000140264_Stim8hr,SERF2
32860,ENSG00000140463,BBS4,Stim8hr,724.0,0,1,1,-5.020180623646108,True,5.64071358769797,False,1 DE gene,on-target KD,ENSG00000140463,ENSG00000140463_Stim8hr,BBS4
32861,ENSG00000140932,CMTM2,Stim8hr,1880.0,0,0,0,-1.983421141528012,False,0.615267627546649,False,no effect,no on-target KD,ENSG00000140932,ENSG00000140932_Stim8hr,CMTM2
32862,ENSG00000141696,P3H4,Stim8hr,818.0,0,0,0,-4.331830887584308,False,3.358732947406755,False,no effect,no on-target KD,ENSG00000141696,ENSG00000141696_Stim8hr,P3H4
32863,ENSG00000143344,RGL1,Stim8hr,365.0,6,2,8,-0.3228158330794623,False,3.187314985767996,False,2-10 DE genes,no on-target KD,ENSG00000143344,ENSG00000143344_Stim8hr,RGL1
32864,ENSG00000144524,COPS7B,Stim8hr,596.0,0,1,1,-19.591990871680643,True,77.00164971389918,False,1 DE gene,on-target KD,ENSG00000144524,ENSG00000144524_Stim8hr,COPS7B
32865,ENSG00000145335,SNCA,Stim8hr,680.0,1,1,2,-1.4995214120613352,False,1.0274152370979182,False,2-10 DE genes,no on-target KD,ENSG00000145335,ENSG00000145335_Stim8hr,SNCA
32866,ENSG00000148158,SNX30,Stim8hr,836.0,0,1,1,-4.616849923516047,True,2.4663380545163065,False,1 DE gene,on-target KD,ENSG00000148158,ENSG00000148158_Stim8hr,SNX30
32867,ENSG00000152192,POU4F1,Stim8hr,562.0,0,0,0,-0.962247083471976,False,0.2498205999419825,False,no effect,no on-target KD,ENSG00000152192,ENSG00000152192_Stim8hr,POU4F1
32868,ENSG00000152270,PDE3B,Stim8hr,470.0,1,4,5,-9.758063309401232,True,51.217962015317255,False,2-10 DE genes,on-target KD,ENSG00000152270,ENSG00000152270_Stim8hr,PDE3B
32869,ENSG00000155189,AGPAT5,Stim8hr,520.0,0,1,1,-21.063395603716515,True,100.66926524420369,False,1 DE gene,on-target KD,ENSG00000155189,ENSG00000155189_Stim8hr,AGPAT5
32870,ENSG00000161533,ACOX1,Stim8hr,603.0,3,5,8,-11.668067217215327,True,25.837346631507497,True,2-10 DE genes,on-target KD,ENSG00000161533,ENSG00000161533_Stim8hr,ACOX1
32871,ENSG00000169446,MMGT1,Stim8hr,508.0,37,28,65,-16.84693705119878,True,53.461047048373786,False,>10 DE genes,on-target KD,ENSG00000169446,ENSG00000169446_Stim8hr,MMGT1
32872,ENSG00000171202,TMEM126A,Stim8hr,931.0,0,1,1,-29.639770588240616,True,110.63547466853456,False,1 DE gene,on-target KD,ENSG00000171202,ENSG00000171202_Stim8hr,TMEM126A
32873,ENSG00000173530,TNFRSF10D,Stim8hr,880.0,1,0,1,-2.7589395698838928,False,1.7954354498435494,False,1 DE gene,no on-target KD,ENSG00000173530,ENSG00000173530_Stim8hr,TNFRSF10D
32874,ENSG00000176681,LRRC37A,Stim8hr,506.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000176681,ENSG00000176681_Stim8hr,LRRC37A
32875,ENSG00000176903,PNMA1,Stim8hr,276.0,4,1,5,-8.603020345404271,True,28.41388079620552,False,2-10 DE genes,on-target KD,ENSG00000176903,ENSG00000176903_Stim8hr,PNMA1
32876,ENSG00000178719,GRINA,Stim8hr,1492.0,0,1,1,-17.729231049594414,True,63.55886898328357,False,1 DE gene,on-target KD,ENSG00000178719,ENSG00000178719_Stim8hr,GRINA
32877,ENSG00000180479,ZNF571,Stim8hr,1818.0,0,0,0,-2.701350712487697,False,0.6414409084224956,False,no effect,no on-target KD,ENSG00000180479,ENSG00000180479_Stim8hr,ZNF571
32878,ENSG00000188243,COMMD6,Stim8hr,534.0,0,1,1,-18.737592899684454,True,76.61418079619894,False,1 DE gene,on-target KD,ENSG00000188243,ENSG00000188243_Stim8hr,COMMD6
32879,ENSG00000198466,ZNF587,Stim8hr,399.0,0,0,0,-0.4963397579285566,False,3.818122048229179,False,no effect,no on-target KD,ENSG00000198466,ENSG00000198466_Stim8hr,ZNF587
32880,ENSG00000198673,FAM19A2,Stim8hr,445.0,1,3,4,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000198673,ENSG00000198673_Stim8hr,TAFA2
32881,ENSG00000198791,CNOT7,Stim8hr,241.0,0,0,0,-0.8380977795514014,False,2.6012060609209047,False,no effect,no on-target KD,ENSG00000198791,ENSG00000198791_Stim8hr,CNOT7
32882,ENSG00000234616,JRK,Stim8hr,243.0,3,1,4,-5.45105291854316,True,14.361127029252724,False,2-10 DE genes,on-target KD,ENSG00000234616,ENSG00000234616_Stim8hr,JRK
32883,ENSG00000254505,CHMP4A,Stim8hr,698.0,70,30,100,-25.89934028963503,True,150.8644623324764,False,>10 DE genes,on-target KD,ENSG00000254505,ENSG00000254505_Stim8hr,CHMP4A
32884,ENSG00000270629,NBPF14,Stim8hr,688.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000270629,ENSG00000270629_Stim8hr,NBPF14
32885,ENSG00000273611,ZNHIT3,Stim8hr,74.0,275,215,490,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000273611,ENSG00000273611_Stim8hr,ZNHIT3
32886,ENSG00000015568,RGPD5,Stim8hr,276.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000015568,ENSG00000015568_Stim8hr,RGPD5
32887,ENSG00000019102,VSIG2,Stim8hr,613.0,1,1,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000019102,ENSG00000019102_Stim8hr,VSIG2
32888,ENSG00000044446,PHKA2,Stim8hr,578.0,0,1,1,-7.373676942945644,True,15.966206548536512,False,1 DE gene,on-target KD,ENSG00000044446,ENSG00000044446_Stim8hr,PHKA2
32889,ENSG00000053524,MCF2L2,Stim8hr,147.0,4,0,4,-2.36245495290673,False,3.376452228222144,False,2-10 DE genes,no on-target KD,ENSG00000053524,ENSG00000053524_Stim8hr,MCF2L2
32890,ENSG00000056277,ZNF280C,Stim8hr,861.0,8,2,10,-12.213720193266733,True,18.16920843586942,False,2-10 DE genes,on-target KD,ENSG00000056277,ENSG00000056277_Stim8hr,ZNF280C
32891,ENSG00000068305,MEF2A,Stim8hr,219.0,0,1,1,-7.99337700653696,True,34.947427267426704,False,1 DE gene,on-target KD,ENSG00000068305,ENSG00000068305_Stim8hr,MEF2A
32892,ENSG00000075407,ZNF37A,Stim8hr,557.0,1,0,1,-3.825762999639306,False,3.971219193153672,False,1 DE gene,no on-target KD,ENSG00000075407,ENSG00000075407_Stim8hr,ZNF37A
32893,ENSG00000078237,TIGAR,Stim8hr,340.0,1,1,2,-11.29906790597404,True,39.58222235585536,False,2-10 DE genes,on-target KD,ENSG00000078237,ENSG00000078237_Stim8hr,TIGAR
32894,ENSG00000099365,STX1B,Stim8hr,902.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000099365,ENSG00000099365_Stim8hr,STX1B
32895,ENSG00000099999,RNF215,Stim8hr,287.0,28,6,34,-0.2016277033618841,False,5.527140500448966,False,>10 DE genes,no on-target KD,ENSG00000099999,ENSG00000099999_Stim8hr,RNF215
32896,ENSG00000102225,CDK16,Stim8hr,523.0,0,1,1,-13.210694851295374,True,63.63085378884894,False,1 DE gene,on-target KD,ENSG00000102225,ENSG00000102225_Stim8hr,CDK16
32897,ENSG00000103569,AQP9,Stim8hr,1160.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000103569,ENSG00000103569_Stim8hr,AQP9
32898,ENSG00000104228,TRIM35,Stim8hr,468.0,0,1,1,-11.713089396296224,True,31.28037587136133,False,1 DE gene,on-target KD,ENSG00000104228,ENSG00000104228_Stim8hr,TRIM35
32899,ENSG00000104490,NCALD,Stim8hr,283.0,1,2,3,-6.352165231303002,True,50.27049584268149,False,2-10 DE genes,on-target KD,ENSG00000104490,ENSG00000104490_Stim8hr,NCALD
32900,ENSG00000106410,NOBOX,Stim8hr,977.0,2,0,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000106410,ENSG00000106410_Stim8hr,NOBOX
32901,ENSG00000108622,ICAM2,Stim8hr,148.0,0,1,1,-9.478910206011948,True,62.11212169810298,False,1 DE gene,on-target KD,ENSG00000108622,ENSG00000108622_Stim8hr,ICAM2
32902,ENSG00000113742,CPEB4,Stim8hr,710.0,3,1,4,-5.223035503255644,True,10.071216385901623,False,2-10 DE genes,on-target KD,ENSG00000113742,ENSG00000113742_Stim8hr,CPEB4
32903,ENSG00000119699,TGFB3,Stim8hr,602.0,3,2,5,-2.692993954605196,False,1.3257546741859705,False,2-10 DE genes,no on-target KD,ENSG00000119699,ENSG00000119699_Stim8hr,TGFB3
32904,ENSG00000126709,IFI6,Stim8hr,926.0,2,7,9,-17.172343622753413,True,113.01378600354072,False,2-10 DE genes,on-target KD,ENSG00000126709,ENSG00000126709_Stim8hr,IFI6
32905,ENSG00000129450,SIGLEC9,Stim8hr,550.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000129450,ENSG00000129450_Stim8hr,SIGLEC9
32906,ENSG00000133131,MORC4,Stim8hr,505.0,1,1,2,-4.457624701226229,True,4.549494941040572,False,2-10 DE genes,on-target KD,ENSG00000133131,ENSG00000133131_Stim8hr,MORC4
32907,ENSG00000133313,CNDP2,Stim8hr,777.0,0,2,2,-25.59606110343166,True,134.2136278582275,False,2-10 DE genes,on-target KD,ENSG00000133313,ENSG00000133313_Stim8hr,CNDP2
32908,ENSG00000136868,SLC31A1,Stim8hr,308.0,544,302,846,-7.415678418855731,True,26.757200957717497,True,>10 DE genes,on-target KD,ENSG00000136868,ENSG00000136868_Stim8hr,SLC31A1
32909,ENSG00000137135,ARHGEF39,Stim8hr,509.0,0,1,1,-6.44332641462123,True,9.261481356727886,False,1 DE gene,on-target KD,ENSG00000137135,ENSG00000137135_Stim8hr,ARHGEF39
32910,ENSG00000139624,CERS5,Stim8hr,197.0,0,1,1,-9.11316424711244,True,53.51297393423469,False,1 DE gene,on-target KD,ENSG00000139624,ENSG00000139624_Stim8hr,CERS5
32911,ENSG00000140265,ZSCAN29,Stim8hr,726.0,0,1,1,-6.849219819503285,True,26.546656932213686,False,1 DE gene,on-target KD,ENSG00000140265,ENSG00000140265_Stim8hr,ZSCAN29
32912,ENSG00000140678,ITGAX,Stim8hr,368.0,0,1,1,-4.65681657297891,True,8.49273117827468,False,1 DE gene,on-target KD,ENSG00000140678,ENSG00000140678_Stim8hr,ITGAX
32913,ENSG00000141458,NPC1,Stim8hr,183.0,2,2,4,-5.937372389569501,True,23.83367565483103,False,2-10 DE genes,on-target KD,ENSG00000141458,ENSG00000141458_Stim8hr,NPC1
32914,ENSG00000149182,ARFGAP2,Stim8hr,631.0,1,3,4,-22.71318187905391,True,85.79402400697624,True,2-10 DE genes,on-target KD,ENSG00000149182,ENSG00000149182_Stim8hr,ARFGAP2
32915,ENSG00000149256,TENM4,Stim8hr,543.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000149256,ENSG00000149256_Stim8hr,TENM4
32916,ENSG00000149257,SERPINH1,Stim8hr,418.0,0,1,1,-5.146469946238537,True,7.086979474545836,False,1 DE gene,on-target KD,ENSG00000149257,ENSG00000149257_Stim8hr,SERPINH1
32917,ENSG00000162910,MRPL55,Stim8hr,140.0,4,1,5,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000162910,ENSG00000162910_Stim8hr,MRPL55
32918,ENSG00000164414,SLC35A1,Stim8hr,327.0,4,2,6,-8.737172472093045,True,24.66855568773701,False,2-10 DE genes,on-target KD,ENSG00000164414,ENSG00000164414_Stim8hr,SLC35A1
32919,ENSG00000168071,CCDC88B,Stim8hr,140.0,0,1,1,-9.120114158843252,True,85.68547710956898,False,1 DE gene,on-target KD,ENSG00000168071,ENSG00000168071_Stim8hr,CCDC88B
32920,ENSG00000169621,APLF,Stim8hr,300.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000169621,ENSG00000169621_Stim8hr,APLF
32921,ENSG00000173083,HPSE,Stim8hr,658.0,1,3,4,-9.692403691712364,True,25.86206838753733,False,2-10 DE genes,on-target KD,ENSG00000173083,ENSG00000173083_Stim8hr,HPSE
32922,ENSG00000175764,TTLL11,Stim8hr,500.0,3,1,4,-6.090476548884699,True,7.855739544500262,False,2-10 DE genes,on-target KD,ENSG00000175764,ENSG00000175764_Stim8hr,TTLL11
32923,ENSG00000176018,LYSMD3,Stim8hr,625.0,0,2,2,-11.918026955058858,True,29.006090375653983,False,2-10 DE genes,on-target KD,ENSG00000176018,ENSG00000176018_Stim8hr,LYSMD3
32924,ENSG00000178928,TPRX1,Stim8hr,360.0,1,1,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000178928,ENSG00000178928_Stim8hr,TPRX1
32925,ENSG00000179930,ZNF648,Stim8hr,474.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000179930,ENSG00000179930_Stim8hr,ZNF648
32926,ENSG00000182197,EXT1,Stim8hr,706.0,1,1,2,-10.818380771178056,True,27.80700424801029,False,2-10 DE genes,on-target KD,ENSG00000182197,ENSG00000182197_Stim8hr,EXT1
32927,ENSG00000183682,BMP8A,Stim8hr,654.0,9,3,12,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000183682,ENSG00000183682_Stim8hr,BMP8A
32928,ENSG00000196154,S100A4,Stim8hr,473.0,0,1,1,-20.98425034362925,True,588.3834130917174,False,1 DE gene,on-target KD,ENSG00000196154,ENSG00000196154_Stim8hr,S100A4
32929,ENSG00000196187,TMEM63A,Stim8hr,952.0,0,0,0,0.4229974150868222,False,8.570763497948018,False,no effect,no on-target KD,ENSG00000196187,ENSG00000196187_Stim8hr,TMEM63A
32930,ENSG00000196684,HSH2D,Stim8hr,653.0,1,2,3,-8.57352990514721,True,16.63034251205182,False,2-10 DE genes,on-target KD,ENSG00000196684,ENSG00000196684_Stim8hr,HSH2D
32931,ENSG00000198382,UVRAG,Stim8hr,109.0,420,109,529,-3.717538165514561,True,14.909672236434744,False,>10 DE genes,on-target KD,ENSG00000198382,ENSG00000198382_Stim8hr,UVRAG
32932,ENSG00000198856,OSTC,Stim8hr,714.0,9,1,10,-22.796055681681004,True,90.4934770581395,False,2-10 DE genes,on-target KD,ENSG00000198856,ENSG00000198856_Stim8hr,OSTC
32933,ENSG00000213281,NRAS,Stim8hr,1539.0,301,74,375,-34.87753940582483,True,144.87975364332766,False,>10 DE genes,on-target KD,ENSG00000213281,ENSG00000213281_Stim8hr,NRAS
32934,ENSG00000214872,SMTNL1,Stim8hr,981.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000214872,ENSG00000214872_Stim8hr,SMTNL1
32935,ENSG00000275126,HIST1H4L,Stim8hr,326.0,2,1,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000275126,ENSG00000275126_Stim8hr,H4C13
32936,ENSG00000004799,PDK4,Rest,327.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000004799,ENSG00000004799_Rest,PDK4
32937,ENSG00000035403,VCL,Rest,1053.0,1,1,2,-18.245153122984213,True,50.50132614533989,False,2-10 DE genes,on-target KD,ENSG00000035403,ENSG00000035403_Rest,VCL
32938,ENSG00000069956,MAPK6,Rest,722.0,2,1,3,-16.692784832512974,True,55.65919211221799,False,2-10 DE genes,on-target KD,ENSG00000069956,ENSG00000069956_Rest,MAPK6
32939,ENSG00000079263,SP140,Rest,849.0,3,2,5,-9.359110392200275,True,57.11288361824133,False,2-10 DE genes,on-target KD,ENSG00000079263,ENSG00000079263_Rest,SP140
32940,ENSG00000089775,ZBTB25,Rest,514.0,15,4,19,-6.780658638497177,True,66.9392672832898,True,>10 DE genes,on-target KD,ENSG00000089775,ENSG00000089775_Rest,ZBTB25
32941,ENSG00000091513,TF,Rest,634.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000091513,ENSG00000091513_Rest,TF
32942,ENSG00000100600,LGMN,Rest,637.0,0,0,0,-2.684156426746084,False,3.894430372369355,False,no effect,no on-target KD,ENSG00000100600,ENSG00000100600_Rest,LGMN
32943,ENSG00000101134,DOK5,Rest,918.0,0,0,0,-0.6052786339904827,False,1.3096418273832575,False,no effect,no on-target KD,ENSG00000101134,ENSG00000101134_Rest,DOK5
32944,ENSG00000107290,SETX,Rest,194.0,0,1,1,-10.315160939608631,True,67.571530197428,False,1 DE gene,on-target KD,ENSG00000107290,ENSG00000107290_Rest,SETX
32945,ENSG00000107736,CDH23,Rest,887.0,0,0,0,-0.8126717446001804,False,0.71396564498896,False,no effect,no on-target KD,ENSG00000107736,ENSG00000107736_Rest,CDH23
32946,ENSG00000110944,IL23A,Rest,1047.0,4,1,5,-9.029985118704507,True,12.478614827904854,False,2-10 DE genes,on-target KD,ENSG00000110944,ENSG00000110944_Rest,IL23A
32947,ENSG00000113916,BCL6,Rest,503.0,15,1,16,-2.431948760019002,True,5.344178418844052,False,>10 DE genes,on-target KD,ENSG00000113916,ENSG00000113916_Rest,BCL6
32948,ENSG00000114956,DGUOK,Rest,218.0,1,1,2,-12.834237603347065,True,81.07543832872621,False,2-10 DE genes,on-target KD,ENSG00000114956,ENSG00000114956_Rest,DGUOK
