,target,correlation_signif,correlation_signif_pval,correlation_all,correlation_all_pval,n_signif_union,frac_sign_agreement_signif_union,n_signif_1,n_signif_2,guide_id_1,guide_id_2,culture_condition,n_signif_ontarget
4925,CRKL,1.0,1.0,0.036133676464128794,0.00010498071573773182,2,1.0,1,2,CRKL-1,CRKL-2,Rest,2
4926,CRLF2,,,-0.04794831479730148,2.6284525647496525e-07,1,0.0,1,0,CRLF2-1,CRLF2-2,Rest,2
4927,CRLF3,0.19955031565614761,0.667937291019112,0.09366652654635114,7.233089057765231e-24,7,0.5714285714285714,6,2,CRLF3-1,CRLF3-2,Rest,2
4928,CREB3L4,0.5107027407559827,0.48929725924401746,0.21170395578968346,7.571940988541079e-117,4,0.75,4,0,CREB3L4-1,CREB3L4-2,Rest,2
4929,CREB3L2,0.07018233626684159,0.44239397681555404,0.1453006075087461,2.2245439467666324e-55,122,0.7131147540983607,116,6,CREB3L2-1,CREB3L2-2,Rest,0
4930,CREB3L1,,,0.06260252769068972,1.762061813967297e-11,1,0.0,0,1,CREB3L1-1,CREB3L1-2,Rest,0
4931,CR1,-0.9987049368890342,0.0012950631109658328,0.1271428646237674,1.0241462379287892e-42,4,0.25,0,4,CR1-1,CR1-2,Rest,2
4932,CPNE8,,,0.07190281373213955,1.1105420260145676e-14,0,,0,0,CPNE8-1,CPNE8-2,Rest,2
4933,CPPED1,,,0.030629832551801496,0.0010102097350202246,1,1.0,1,1,CPPED1-1,CPPED1-2,Rest,2
4934,CPT2,0.8242596395913495,0.3831833136331535,-0.0027485209169077615,0.7680357766741948,3,0.3333333333333333,3,1,CPT2-1,CPT2-2,Rest,2
4935,CPVL,,,0.17512299097040424,5.439218171599034e-80,1,0.0,1,0,CPVL-1,CPVL-2,Rest,0
4936,CPXCR1,,,0.11856872145344387,2.4519085813805656e-37,0,,0,0,CPXCR1-1,CPXCR1-2,Rest,0
4937,CPXM1,,,0.09188452670034601,5.029622782203086e-23,0,,0,0,CPXM1-1,CPXM1-2,Rest,0
4938,CR2,-0.007116038641074547,0.9713316834647387,-0.06373106556094436,7.596502414535236e-12,28,0.42857142857142855,2,26,CR2-1,CR2-2,Rest,0
4939,CREB1,0.9048779210968536,4.269032765492806e-08,0.225190253834939,2.394497271171192e-132,20,0.95,16,8,CREB1-1,CREB1-2,Rest,2
4940,CRABP2,,,0.03779036073160141,4.976160534127939e-05,1,1.0,1,0,CRABP2-1,CRABP2-2,Rest,1
4941,CRACR2A,0.25193804264995473,0.8378641638826458,-0.026813313888275826,0.004003801524870568,3,0.6666666666666666,2,2,CRACR2A-1,CRACR2A-2,Rest,2
4942,CRADD,1.0,1.0,0.11553969241979664,1.5795015152618733e-35,2,1.0,2,1,CRADD-1,CRADD-2,Rest,2
4943,CRAT,-0.17738658320021614,0.6018142089441639,0.005050017014850959,0.58787204421496,11,0.2727272727272727,11,0,CRAT-1,CRAT-2,Rest,2
4944,CRB3,,,0.08339197331628459,3.1187705914503864e-19,1,1.0,0,1,CRB3-1,CRB3-2,Rest,0
4945,CRBN,1.0,1.0,0.22033985668262246,1.1879065183225287e-126,2,1.0,1,2,CRBN-1,CRBN-2,Rest,2
4946,COP1,0.13940509402629458,0.29663672893229326,-0.05313761622566188,1.1549584492163275e-08,58,0.41379310344827586,2,57,COP1-1,COP1-2,Rest,2
4947,COMTD1,0.28761789923681746,0.6389071115695922,0.0608289782072286,6.419604371099206e-11,5,0.4,0,5,COMTD1-1,COMTD1-2,Rest,1
4948,COMT,0.7278548430276431,0.27214515697235697,0.021657363411340686,0.02010777619746988,4,0.75,4,2,COMT-1,COMT-2,Rest,2
4949,COMMD9,,,0.041305550689884146,9.23276325300328e-06,1,1.0,1,1,COMMD9-1,COMMD9-2,Rest,2
4950,CNEP1R1,,,-0.027561567961982676,0.0030943928803986464,1,1.0,1,1,CNEP1R1-1,CNEP1R1-2,Rest,2
4951,CNIH1,1.0,1.0,0.03478953035844827,0.00018815933479272924,2,1.0,2,1,CNIH1-1,CNIH1-2,Rest,2
4952,CNIH2,,,-0.034574791540904225,0.00020616437841411306,0,,0,0,CNIH2-1,CNIH2-2,Rest,1
4953,CNKSR1,,,0.10706445509936728,1.0191542017945092e-30,1,1.0,1,0,CNKSR1-1,CNKSR1-2,Rest,1
4954,CNKSR2,1.0,1.0,0.14319536323284893,8.027769571512403e-54,2,0.5,0,2,CNKSR2-1,CNKSR2-2,Rest,2
4955,CNN2,0.40519386766126403,0.4985781601800358,0.10042393912536975,3.300932384378834e-27,5,0.4,4,2,CNN2-1,CNN2-2,Rest,2
4956,CNN3,,,0.07248294049495654,6.785694703756968e-15,0,,0,0,CNN3-1,CNN3-2,Rest,2
4957,CNNM2,0.4259886572741524,0.2529353279613129,0.016331991269532383,0.07965218763170662,9,0.1111111111111111,0,9,CNNM2-1,CNNM2-2,Rest,2
4958,CNNM3,0.2957085311876511,0.40679562090623084,-0.0032842450966650595,0.7245126050624897,10,0.5,10,1,CNNM3-1,CNNM3-2,Rest,2
4959,CNNM4,0.5848175475898821,0.2227808606590551,0.12057014627531597,1.4726306564006029e-38,6,0.6666666666666666,1,6,CNNM4-1,CNNM4-2,Rest,2
4960,CNOT4,0.705114914347264,0.11761462789964834,0.1732128957591629,2.8586141964804145e-78,6,0.8333333333333334,2,5,CNOT4-1,CNOT4-2,Rest,2
4961,CNOT6,0.5080172846405294,0.49198271535947047,0.01932891087606443,0.03804357340106591,4,0.75,4,1,CNOT6-1,CNOT6-2,Rest,2
4962,CNOT6L,1.0,1.0,-0.023166282280727552,0.012907391686103966,2,1.0,1,2,CNOT6L-1,CNOT6L-2,Rest,2
4963,CNOT7,,,0.1216096949018169,3.353337668361142e-39,0,,0,0,CNOT7-1,CNOT7-2,Rest,1
4964,CNOT8,,,0.010926025467575854,0.24099234318373375,1,1.0,0,1,CNOT8-1,CNOT8-2,Rest,2
4965,CNDP2,0.9913715382778981,0.08369019481393587,0.04514196974639484,1.2555174421596516e-06,3,0.6666666666666666,2,2,CNDP2-1,CNDP2-2,Rest,2
4966,CNBP,0.9383199823530832,2.315372755785749e-07,0.17633334319243585,4.314364055720176e-81,15,0.9333333333333333,1,15,CNBP-1,CNBP-2,Rest,2
4967,CNBD2,-1.0,1.0,-0.020928551318925077,0.0246979198830961,2,0.5,2,0,CNBD2-1,CNBD2-2,Rest,0
4968,CMC1,1.0,1.0,0.04528609233474139,1.1611262842768813e-06,2,0.5,2,1,CMC1-1,CMC1-2,Rest,2
4969,CLTA,,,0.1319893221798532,6.311274967736027e-46,1,1.0,1,1,CLTA-1,CLTA-2,Rest,2
4970,CLU,1.0,1.0,0.0963149128449839,3.7825286644202952e-25,2,0.5,0,2,CLU-1,CLU-2,Rest,2
4971,CLUAP1,1.0,1.0,0.04406519806186869,2.234744103818682e-06,2,1.0,2,1,CLUAP1-1,CLUAP1-2,Rest,2
4972,CLUH,-0.2507826807296204,0.6840728475204011,0.06366582439026046,7.978297901351113e-12,5,0.6,2,4,CLUH-1,CLUH-2,Rest,2
4973,CLYBL,0.06209644017430063,0.6043294314337332,-0.010676142519318648,0.2519223333699831,72,0.4027777777777778,0,72,CLYBL-1,CLYBL-2,Rest,2
4974,CMAS,0.4790305764299214,0.0074024173538623445,0.1461164191903016,5.462867548072507e-56,30,0.4666666666666667,2,28,CMAS-1,CMAS-2,Rest,2
4975,CMC2,0.9841487350685479,0.1135017176841497,0.16823846893015298,6.977974445270155e-74,3,0.6666666666666666,2,2,CMC2-1,CMC2-2,Rest,2
4976,CMTR1,0.707674560468247,0.0068076256132875695,0.028802590794889386,0.0019917755609328825,13,0.6923076923076923,1,13,CMTR1-1,CMTR1-2,Rest,2
4977,CMKLR1,,,0.0867078515652776,1.1394638632523945e-20,0,,0,0,CMKLR1-1,CMKLR1-2,Rest,0
4978,CMPK2,,,-0.17667364458265677,2.108737084190998e-81,1,1.0,1,1,CMPK2-1,CMPK2-2,Rest,2
4979,CMSS1,1.0,1.0,0.025394975889793135,0.006418824064419004,2,0.5,2,0,CMSS1-1,CMSS1-2,Rest,2
4980,CMTM2,,,0.08494845898130646,6.702531907771867e-20,0,,0,0,CMTM2-1,CMTM2-2,Rest,1
4981,CMTM6,1.0,1.0,0.07988408783097978,8.99643743189591e-18,2,1.0,1,2,CMTM6-1,CMTM6-2,Rest,2
4982,CMTM8,,,0.10330597426122377,1.054055979752343e-28,0,,0,0,CMTM8-1,CMTM8-2,Rest,2
4983,CNOT10,0.35995192172604906,0.0207983165258909,0.11501523979790203,3.2130071812582706e-35,41,0.6097560975609756,41,0,CNOT10-1,CNOT10-2,Rest,2
4984,CNPPD1,1.0,1.0,0.036189075019324106,0.00010244248223900504,2,1.0,2,0,CNPPD1-1,CNPPD1-2,Rest,2
4985,CNPY2,,,0.03891949656075862,2.940246811245782e-05,1,1.0,1,1,CNPY2-1,CNPY2-2,Rest,2
4986,COLGALT1,0.515228371749988,0.2955437750157583,0.030434812119868607,0.001087991443399174,6,0.3333333333333333,6,0,COLGALT1-1,COLGALT1-2,Rest,2
4987,COL6A2,,,-0.02119985312120391,0.022892842002284405,1,0.0,1,0,COL6A2-1,COL6A2-2,Rest,2
4988,COL6A3,,,0.039377643887125335,2.3654781623825187e-05,0,,0,0,COL6A3-1,COL6A3-2,Rest,2
4989,COL9A2,,,0.1736995017437722,1.046435444284903e-78,0,,0,0,COL9A2-1,COL9A2-2,Rest,2
4990,COL16A1,,,0.043120492799203186,3.6668060968512832e-06,1,1.0,0,1,COL16A1-1,COL16A1-2,Rest,0
4991,COL18A1,,,0.046676157653490064,5.398948784552516e-07,1,0.0,1,0,COL18A1-1,COL18A1-2,Rest,0
4992,COL27A1,0.6861966594082429,0.518557883901659,0.09447537034218942,2.962898360810808e-24,3,0.6666666666666666,2,1,COL27A1-1,COL27A1-2,Rest,0
4993,COLGALT2,,,0.03006752503235472,0.001249710603962704,0,,0,0,COLGALT2-1,COLGALT2-2,Rest,2
4994,COL5A3,,,0.10573396164118765,5.366658550033609e-30,0,,0,0,COL5A3-1,COL5A3-2,Rest,0
4995,COLQ,,,0.25447599022061884,1.1102333710020762e-169,1,1.0,0,1,COLQ-1,COLQ-2,Rest,1
4996,COMMD1,0.6018400733391068,0.03840838597172621,-0.054892558585120294,3.747235244710341e-09,12,0.3333333333333333,10,3,COMMD1-1,COMMD1-2,Rest,2
4997,COMMD2,1.0,1.0,0.10448939974419685,2.4908218327305692e-29,2,0.5,1,2,COMMD2-1,COMMD2-2,Rest,2
4998,COMMD4,0.9104759547764484,0.001675457752286448,0.11634704496569707,5.2600958161116346e-36,8,0.75,2,6,COMMD4-1,COMMD4-2,Rest,2
4999,COMMD6,,,0.18788219295162045,5.343667125466209e-92,1,1.0,1,1,COMMD6-1,COMMD6-2,Rest,2
5000,COMMD8,0.9094911737382487,0.0017300394902419654,0.08281664828105148,5.466451890137324e-19,8,0.875,6,2,COMMD8-1,COMMD8-2,Rest,2
5001,COL6A1,,,0.09773250179388902,7.535795812242216e-26,0,,0,0,COL6A1-1,COL6A1-2,Rest,0
5002,COL5A2,,,-0.10846049331118893,1.7436156946394665e-31,1,0.0,0,1,COL5A2-1,COL5A2-2,Rest,0
5003,CNPY3,,,-0.05743832872247395,6.880276419559164e-10,1,1.0,1,1,CNPY3-1,CNPY3-2,Rest,2
5004,COA7,1.0,1.0,0.09506985500976764,1.5300633547821467e-24,2,0.5,1,1,COA7-1,COA7-2,Rest,2
5005,CNTD1,-0.28400005819651597,0.585453071746075,-0.03551367572060357,0.00013774339723055716,6,0.3333333333333333,0,6,CNTD1-1,CNTD1-2,Rest,0
5006,CNTF,,,0.13128833957243738,1.8709036007001753e-45,0,,0,0,CNTF-1,CNTF-2,Rest,0
5007,COA3,0.9892190923377703,0.010780907662229833,0.10827913445876897,2.195991555006506e-31,4,1.0,1,4,COA3-1,COA3-2,Rest,2
5008,COA4,0.9578367597962905,0.18552395030480714,0.07582619194354745,3.6796696402944105e-16,3,1.0,2,3,COA4-1,COA4-2,Rest,2
5009,COA5,0.5872097569893237,0.0004106846620523456,0.11297775118346509,4.914874455071056e-34,32,0.75,5,28,COA5-1,COA5-2,Rest,2
5010,COA6,-0.10058992058451835,0.7967999132592251,0.04946154584152661,1.090350149534519e-07,9,0.4444444444444444,1,9,COA6-1,COA6-2,Rest,2
5011,COBLL1,0.5287700332506591,0.17785862151033097,-0.025482454396843674,0.006238523198649887,8,0.75,8,0,COBLL1-1,COBLL1-2,Rest,0
5012,COL4A3BP,0.6781581091790694,0.20827244457671204,0.04357274495754905,2.896499816604174e-06,5,0.8,2,3,COL4A3BP-1,COL4A3BP-2,Rest,2
5013,COG5,0.0399949427653781,0.4923168089811455,0.12186592034759529,2.3239329422911246e-39,297,0.7104377104377104,136,170,COG5-1,COG5-2,Rest,2
5014,COG6,0.00809397820348097,0.8488399832950148,0.085569933485554,3.599161947481918e-20,557,0.6463195691202872,547,11,COG6-1,COG6-2,Rest,2
5015,COG7,,,0.08479636980892216,7.798766673898948e-20,0,,0,0,COG7-1,COG7-2,Rest,2
5016,COIL,,,0.12965042600407187,2.3159612385302077e-44,1,1.0,1,1,COIL-1,COIL-2,Rest,2
5017,COL1A1,-0.40091479547400705,0.016995905229697312,-0.05657963714612274,1.2287584784056719e-09,35,0.2857142857142857,0,35,COL1A1-1,COL1A1-2,Rest,0
5018,COL4A2,,,0.037253901604678355,6.357967727236706e-05,0,,0,0,COL4A2-1,COL4A2-2,Rest,0
5019,CRTAM,,,0.10522584670382938,1.00654137769584e-29,0,,0,0,CRTAM-1,CRTAM-2,Rest,0
5020,CRTC1,,,0.05955718539074947,1.5869013994427856e-10,0,,0,0,CRTC1-1,CRTC1-2,Rest,2
5021,CD8B,-1.0,1.0,0.033334157153698196,0.0003461108055455876,2,0.5,0,2,CD8B-1,CD8B-2,Rest,0
5022,CYB561,,,0.04467392260147003,1.615695919279282e-06,0,,0,0,CYB561-1,CYB561-2,Rest,2
5023,CXCR6,,,0.026485478964289582,0.004473831147552045,0,,0,0,CXCR6-1,CXCR6-2,Rest,2
5024,CXXC1,0.47933769099714085,3.443429193566318e-20,0.2627998968841937,3.1051049841019204e-181,327,0.7308868501529052,306,29,CXXC1-1,CXXC1-2,Rest,2
5025,CXXC4,,,0.05929182075878328,1.91227461278303e-10,1,1.0,1,0,CXXC4-1,CXXC4-2,Rest,0
5026,CXXC5,1.0,1.0,0.1272115346231796,9.241317954904032e-43,2,0.0,1,1,CXXC5-1,CXXC5-2,Rest,1
5027,CXorf21,0.7597296292891165,0.45066257334184995,0.08468936463220067,8.674442314612886e-20,3,0.6666666666666666,0,3,CXorf21-1,CXorf21-2,Rest,2
5028,CXorf38,1.0,1.0,0.011917851551250348,0.20091339054257137,2,1.0,2,1,CXorf38-1,CXorf38-2,Rest,2
5029,CXorf40A,0.05315736779894502,0.728740600729298,-0.03546485106250191,0.00014069616462482524,45,0.4888888888888889,1,45,CXorf40A-1,CXorf40A-2,Rest,2
5030,CXorf57,,,-0.0020335623725710374,0.8272558256494956,1,1.0,0,1,CXorf57-1,CXorf57-2,Rest,2
5031,CXorf65,,,0.0017828983806691453,0.8482721443958505,1,1.0,0,1,CXorf65-1,CXorf65-2,Rest,2
5032,CYB5A,0.7579590656328841,0.452393305726708,0.02301053158852933,0.013526649291076125,3,0.3333333333333333,3,1,CYB5A-1,CYB5A-2,Rest,2
5033,CYB5D1,-0.27217841868852455,0.44679094780696227,0.04383260935163606,2.5268393508123888e-06,10,0.3,1,9,CYB5D1-1,CYB5D1-2,Rest,2
5034,CYB5D2,0.18684001515623763,0.6577426290293191,-9.823182215694653e-05,0.9915894263216412,8,0.75,5,3,CYB5D2-1,CYB5D2-2,Rest,2
5035,CYB5R1,0.7067050895256641,0.29329491047433587,0.16006920752603362,5.727065189462119e-67,4,1.0,2,3,CYB5R1-1,CYB5R1-2,Rest,2
5036,CYB5R3,0.5984853533830549,0.023751801022528333,0.09424086773342523,3.840924863541884e-24,14,0.5714285714285714,14,1,CYB5R3-1,CYB5R3-2,Rest,2
5037,CYB5R4,0.784443588807912,1.0750030766415863e-14,0.17462253560476054,1.5426825160611e-79,65,0.8769230769230769,62,4,CYB5R4-1,CYB5R4-2,Rest,2
5038,CXCR5,,,0.09598922715202964,5.461436829850153e-25,0,,0,0,CXCR5-1,CXCR5-2,Rest,2
5039,CXCR4,1.0,1.0,0.013450196600599798,0.14890504046075678,2,1.0,2,1,CXCR4-1,CXCR4-2,Rest,2
5040,CXCR3,0.974323484752596,0.004919921878378386,-0.026149353201537724,0.005007129312010828,5,0.2,5,1,CXCR3-1,CXCR3-2,Rest,2
5041,CXCL1,,,0.016524938667082656,0.07615960625516029,1,1.0,1,0,CXCL1-1,CXCL1-2,Rest,0
5042,CUX2,,,0.13730830136791133,1.3646612508530653e-49,0,,0,0,CUX2-1,CUX2-2,Rest,0
5043,CUZD1,,,0.10946765421064882,4.808721909601838e-32,1,0.0,0,1,CUZD1-1,CUZD1-2,Rest,1
5044,CWC25,,,0.057733239729401,5.62686775875844e-10,1,1.0,1,0,CWC25-1,CWC25-2,Rest,1
5045,CWC27,0.7949105527455246,0.0059932816488755805,0.08262885234680575,6.559926148745427e-19,10,0.9,2,10,CWC27-1,CWC27-2,Rest,2
5046,CX3CR1,0.4404782103360878,0.709617813163271,0.23117718240623172,1.4456779753526228e-139,3,1.0,2,2,CX3CR1-1,CX3CR1-2,Rest,2
5047,CXADR,0.08366546768715172,0.8305492112917778,-0.09719986764765699,1.3854456191548066e-25,9,0.3333333333333333,0,9,CXADR-1,CXADR-2,Rest,1
5048,CXCL3,0.5373459930760982,0.3503523514753163,0.07418063183164736,1.5697633684273808e-15,5,0.8,5,0,CXCL3-1,CXCL3-2,Rest,0
5049,CXCR2,,,0.033770166513432086,0.00028905039674954105,0,,0,0,CXCR2-1,CXCR2-2,Rest,0
5050,CXCL5,,,0.03455385629676054,0.00020800373095713532,0,,0,0,CXCL5-1,CXCL5-2,Rest,0
5051,CXCL8,,,-0.03662739034709955,8.430679863132693e-05,1,1.0,1,0,CXCL8-1,CXCL8-2,Rest,1
5052,CXCL9,,,0.07261667838546298,6.053899357281693e-15,0,,0,0,CXCL9-1,CXCL9-2,Rest,0
5053,CXCL11,,,0.1478100794661132,2.8847781933173447e-57,0,,0,0,CXCL11-1,CXCL11-2,Rest,0
5054,CXCL13,,,0.028834245465697846,0.0019690919866376944,1,1.0,0,1,CXCL13-1,CXCL13-2,Rest,0
5055,CXCL14,,,0.0529977014319731,1.2615058106379527e-08,1,0.0,1,0,CXCL14-1,CXCL14-2,Rest,0
5056,CYB5RL,1.0,1.0,0.12382423436818205,1.3733271285258814e-40,2,1.0,2,0,CYB5RL-1,CYB5RL-2,Rest,2
5057,CYB561A3,0.8195637713561454,0.38843167326825223,0.18512425664121138,2.50869390818483e-89,3,1.0,3,2,CYB561A3-1,CYB561A3-2,Rest,2
5058,CRTC2,0.058765329067680665,0.32894406213158806,0.11825357336415157,3.801328210286394e-37,278,0.5719424460431655,1,278,CRTC2-1,CRTC2-2,Rest,2
5059,CYB561D2,0.8996849686869325,4.4398614558531165e-17,0.07966024768672142,1.1095192562634637e-17,45,0.7555555555555555,45,2,CYB561D2-1,CYB561D2-2,Rest,2
5060,CYSLTR2,-1.0,1.0,0.09267401168893884,2.1399313621535493e-23,2,0.5,2,0,CYSLTR2-1,CYSLTR2-2,Rest,2
5061,CYTH1,,,0.22409175723029176,4.798307065735787e-131,0,,0,0,CYTH1-1,CYTH1-2,Rest,0
5062,CYTH3,0.7641211051027438,2.785172092952007e-17,0.1322085654418594,4.487279477586685e-46,84,0.9047619047619048,84,0,CYTH3-1,CYTH3-2,Rest,2
5063,CYTIP,1.0,1.0,0.11748805017446312,1.0973995042648341e-36,2,1.0,2,2,CYTIP-1,CYTIP-2,Rest,2
5064,D2HGDH,0.9839409400134712,0.11424523530350077,-0.16138206946520373,4.689082600600728e-68,3,0.3333333333333333,0,3,D2HGDH-1,D2HGDH-2,Rest,1
5065,DAAM1,1.0,1.0,0.1034659867056983,8.681020922706145e-29,2,1.0,2,0,DAAM1-1,DAAM1-2,Rest,2
5066,DAB1,,,0.07525099297186,6.131627876916975e-16,0,,0,0,DAB1-1,DAB1-2,Rest,0
5067,DAB2,,,0.049543980335375104,1.0385502203468735e-07,0,,0,0,DAB2-1,DAB2-2,Rest,0
5068,DACH1,,,0.12041066686447467,1.845789314591988e-38,1,0.0,1,0,DACH1-1,DACH1-2,Rest,0
5069,DACH2,,,0.018604439348415942,0.04586640076259133,0,,0,0,DACH2-1,DACH2-2,Rest,0
5070,DACT1,-0.6005327179820873,0.2842144933461911,0.10209697868876472,4.52386131354851e-28,5,0.2,0,5,DACT1-1,DACT1-2,Rest,2
5071,DAG1,1.0,1.0,0.01133331941058724,0.22390077018801793,2,0.5,2,0,DAG1-1,DAG1-2,Rest,2
5072,DALRD3,-0.9036195320961947,0.2818000633531644,-0.07359652390487362,2.607372359737333e-15,3,0.3333333333333333,1,2,DALRD3-1,DALRD3-2,Rest,1
5073,DAP,-0.0247225190372068,0.9303093837513298,0.0576165720477491,6.093540306726882e-10,15,0.4666666666666667,9,6,DAP-1,DAP-2,Rest,2
5074,DAP3,0.3444305325413971,0.00011710418858714694,0.08905624238679746,1.011869032923411e-21,120,0.6916666666666667,1,119,DAP3-1,DAP3-2,Rest,1
5075,CYREN,0.4864254789948322,0.05605821572471553,0.0043746073134297925,0.6387532619981295,16,0.5,16,1,CYREN-1,CYREN-2,Rest,2
5076,CYR61,-0.28284854043544944,0.25541672052592157,-0.13277778120406286,1.8459033983672593e-46,18,0.3333333333333333,1,17,CYR61-1,CYR61-2,Rest,0
5077,CYP27B1,,,-0.033723135269211,0.0002947519621722564,1,0.0,1,0,CYP27B1-1,CYP27B1-2,Rest,0
5078,CYGB,,,0.09409828454403266,4.496088434658984e-24,0,,0,0,CYGB-1,CYGB-2,Rest,2
5079,CYBA,,,-0.008435208535117035,0.3653589958304135,1,1.0,1,1,CYBA-1,CYBA-2,Rest,2
5080,CYBB,,,-0.10430833615987459,3.109320462756083e-29,0,,0,0,CYBB-1,CYBB-2,Rest,0
5081,CYBC1,-0.9728449308235037,0.14869908011407632,0.15132483716789547,5.76295208794769e-60,3,0.3333333333333333,1,3,CYBC1-1,CYBC1-2,Rest,2
5082,CYBRD1,-0.1133957153955431,0.37230258110014713,-0.024945206013013563,0.007421946372269779,64,0.5625,64,0,CYBRD1-1,CYBRD1-2,Rest,1
5083,CYC1,0.12650431240703278,0.4428399803333463,0.07877666013152229,2.524293233337508e-17,39,0.5641025641025641,11,29,CYC1-1,CYC1-2,Rest,2
5084,CYFIP2,1.0,1.0,0.12687607929709435,1.52584271212716e-42,2,1.0,2,1,CYFIP2-1,CYFIP2-2,Rest,2
5085,CYLD,-0.22844548803833223,0.2616573165248423,-0.043685433183721444,2.730237983996556e-06,26,0.46153846153846156,0,26,CYLD-1,CYLD-2,Rest,1
5086,CYP20A1,,,-0.04234648840396422,5.460926457649181e-06,1,1.0,1,1,CYP20A1-1,CYP20A1-2,Rest,2
5087,CYP1B1,,,0.05746927133229447,6.736933514130768e-10,1,1.0,0,1,CYP1B1-1,CYP1B1-2,Rest,2
5088,CYP2D6,,,-0.07155121954656149,1.4940919112778568e-14,0,,0,0,CYP2D6-1,CYP2D6-2,Rest,1
5089,CYP2R1,,,0.048257026226588215,2.2011506086456242e-07,1,1.0,1,1,CYP2R1-1,CYP2R1-2,Rest,2
5090,CYP2U1,-0.02388125681588681,0.900315639262506,0.05190085255148645,2.5002736393140612e-08,30,0.4666666666666667,1,30,CYP2U1-1,CYP2U1-2,Rest,2
5091,CYP4V2,0.8609511921158154,3.340968842638673e-08,0.259696856533963,7.057050235131886e-177,25,0.84,0,25,CYP4V2-1,CYP4V2-2,Rest,2
5092,CYP7B1,1.0,1.0,0.09551401802203197,9.313223475627126e-25,2,1.0,0,2,CYP7B1-1,CYP7B1-2,Rest,2
5093,CUX1,0.05271860226106801,0.7532613069268331,-0.034786546440298674,0.00018839907151835925,38,0.5,38,1,CUX1-1,CUX1-2,Rest,2
5094,CUTC,-1.0,1.0,-0.01341880309824479,0.1498559170306706,2,0.0,1,1,CUTC-1,CUTC-2,Rest,2
5095,CUTA,,,0.011122323361908003,0.2326435744504823,1,1.0,1,1,CUTA-1,CUTA-2,Rest,2
5096,CUL9,0.5413429262430223,0.26730646858033963,-0.0009675893244257688,0.917302415179721,6,0.6666666666666666,6,1,CUL9-1,CUL9-2,Rest,2
5097,CSH1,,,0.1031483234014901,1.2758045568570477e-28,0,,0,0,CSH1-1,CSH1-2,Rest,0
5098,CSK,0.4168597641609765,6.177632716745675e-16,0.06260797779851845,1.7549778928959472e-11,345,0.3681159420289855,344,2,CSK-1,CSK-2,Rest,2
5099,CSKMT,,,0.08530442285721021,4.69685982238311e-20,0,,0,0,CSKMT-1,CSKMT-2,Rest,2
5100,CSMD1,,,0.1402713413369247,1.0682801565451283e-51,0,,0,0,CSMD1-1,CSMD1-2,Rest,0
5101,CSMD2,0.5709512333149791,0.4290487666850209,-0.11199750641751521,1.7938604201419922e-33,4,0.25,2,2,CSMD2-1,CSMD2-2,Rest,0
5102,CSNK1D,0.16758677739960137,0.7509731987030432,0.12288862253464827,5.335480295754512e-40,6,0.6666666666666666,2,5,CSNK1D-1,CSNK1D-2,Rest,2
5103,CSNK1G1,,,0.0969094539050788,1.9282984076211694e-25,1,1.0,1,1,CSNK1G1-1,CSNK1G1-2,Rest,2
5104,CSNK1G2,1.0,1.0,0.07087423607387898,2.634619491558027e-14,2,1.0,2,1,CSNK1G2-1,CSNK1G2-2,Rest,2
5105,CSNK2A1,0.6450374394070468,0.009416496773782755,0.07133955595282337,1.785022348621745e-14,15,0.8,13,2,CSNK2A1-1,CSNK2A1-2,Rest,2
5106,CSNK2A2,0.5212635549440434,5.1721246050666575e-06,0.06572897215830191,1.652708793886598e-12,68,0.6764705882352942,65,4,CSNK2A2-1,CSNK2A2-2,Rest,2
5107,CSPP1,,,0.1391275101078106,7.035479592566672e-51,1,1.0,1,1,CSPP1-1,CSPP1-2,Rest,2
5108,CSRNP1,0.9831631152588356,0.11698689844391631,-0.023299458329885517,0.01239791897566274,3,0.3333333333333333,0,3,CSRNP1-1,CSRNP1-2,Rest,2
5109,CSRNP2,,,0.09686807885111248,2.021136550645426e-25,1,1.0,1,1,CSRNP2-1,CSRNP2-2,Rest,2
5110,CSRP1,,,-0.057613845367368,6.104886618654147e-10,1,1.0,1,1,CSRP1-1,CSRP1-2,Rest,2
5111,CST3,,,0.05853785023030561,3.2343949069781693e-10,1,0.0,1,0,CST3-1,CST3-2,Rest,2
5112,CSGALNACT1,-0.4114169337522953,0.0638912916867952,0.18860553496941407,1.0475018182729518e-92,21,0.5238095238095238,0,21,CSGALNACT1-1,CSGALNACT1-2,Rest,2
5113,CSF3R,,,0.14256062310923132,2.34171243846927e-53,1,0.0,0,1,CSF3R-1,CSF3R-2,Rest,0
5114,CSF2RA,,,0.04921905669028048,1.2576340257805103e-07,0,,0,0,CSF2RA-1,CSF2RA-2,Rest,2
5115,CRYGS,,,0.010833838330640897,0.2449851196547984,0,,0,0,CRYGS-1,CRYGS-2,Rest,0
5116,CRY1,0.21291691224484813,4.771481354312216e-07,0.13096195719140277,3.0967644480068194e-45,549,0.6411657559198543,2,548,CRY1-1,CRY1-2,Rest,2
5117,CRY2,,,0.006862181117679798,0.4614925560420704,1,1.0,0,1,CRY2-1,CRY2-2,Rest,2
5118,CRYAB,-0.4808303733953611,0.5191696266046388,-0.15745253766454953,7.878549207639374e-65,4,0.0,0,4,CRYAB-1,CRYAB-2,Rest,0
