target,target_corrected,culture_condition,guide_id,downreg_gene,seed_match_len,hamming_dist,log_fc,adj_pval,corr_de_all,pval_de_all,corr_de_signif,pval_de_signif,n_de_signif,pval_signif_min,distal_offtarget
KRT72,KRT72,Stim8hr,KRT72-1,PFKFB3,11,7,-1.4719615510837765,1.8730101266730584e-10,-0.0191,0.0398908020964722,-0.041,0.4858259029918092,291,,0.0
NR2E1,NR2E1,Stim48hr,NR2E1-2,PARD6A,11,9,-1.470834413680977,0.0152793157232717,-0.1537,8.686882540053525e-62,0.0363,0.8899366192108775,17,0.8899366192108775,0.0
DIS3L2,DIS3L2,Rest,DIS3L2-1,DGKE,11,4,-1.4707380657448923,8.715198710750162e-15,-0.1096,4.2742871331274845e-32,-0.1133,0.0136089000544065,474,,0.0
CAPN5,CAPN5,Stim8hr,CAPN5-1,ABHD17B,11,7,-1.4697373473801243,9.106114052233328e-15,-0.0148,0.112391470907203,0.1061,0.6956705860875552,16,0.6956705860875552,0.0
CCDC169-SOHLH2,CCDC169-SOHLH2,Rest,CCDC169-SOHLH2-1,MAF,11,7,-1.4675715941807308,0.0098854715493648,0.1535,1.2026134019828158e-61,0.7633,0.0023968366125043,13,0.0023968366125043,1.0
INSM1,INSM1,Stim8hr,INSM1-1,PIGS,11,7,-1.467457714719717,5.5854130359903724e-08,-0.0569,9.814978984716884e-10,0.0112,0.9586150123173468,24,0.9586150123173468,0.0
RXRA,RXRA,Stim48hr,RXRA-1,SLC16A7,11,7,-1.4669183580587524,0.0023304844693707,0.1369,2.6727246130705408e-49,0.1687,0.5321797520130729,16,0.5321797520130729,0.0
IMMP1L,IMMP1L,Stim48hr,IMMP1L-2,BMP2K,11,7,-1.4661711272589577,9.562775333316405e-07,-0.1076,5.3512295786624035e-31,0.0307,0.9374956967252184,9,0.9374956967252184,0.0
ASAP1,ASAP1,Stim8hr,ASAP1-1,ITPRIPL2,11,6,-1.4659086057697024,7.154115687281058e-05,0.1703,1.0723530814376245e-75,0.9154,0.0002017712976387,10,0.0002017712976387,0.0
ABHD14B,ABHD14B,Stim8hr,ABHD14B-1,RBAK,11,5,-1.4658269620912492,4.391913148655074e-22,-0.0433,3.376990223333028e-06,-0.2421,0.384591877685204,15,,0.0
MVB12B,MVB12B,Stim8hr,MVB12B-2,ACAP3,11,5,-1.4658210068306403,0.0025752626881922,-0.0079,0.3958609908852216,-0.0394,0.2444184070746288,875,,0.0
NR2E1,NR2E1,Stim48hr,NR2E1-2,BICRA,11,7,-1.465379846780061,0.016325168101289,0.127,1.2194746488230404e-42,0.0173,0.9302984783002132,28,0.9302984783002132,0.0
MAF,MAF,Rest,MAF-2,CLOCK,11,7,-1.4647892012629762,0.0004104713157784,-0.0904,2.433917237872526e-22,0.0994,0.7712096870376784,11,0.7712096870376784,0.0
GJC1,GJC1,Stim8hr,GJC1-1,NIBAN1,11,7,-1.4632953050041648,0.0089197536574305,0.0245,0.0085007854094341,-0.1132,0.448613694068174,47,,0.0
PPM1F,PPM1F,Stim48hr,PPM1F-2,BLOC1S2,11,6,-1.4629000625530364,2.227915322861682e-40,0.0169,0.070137021008523,0.1403,0.2935990429764933,58,0.2935990429764933,0.0
FAM210B,FAM210B,Stim48hr,FAM210B-1,MDP1,11,6,-1.4624230703928869,2.475552752377525e-26,-0.0527,1.4823192928789288e-08,-0.5891,0.0128296195794803,17,,0.0
GHITM,GHITM,Stim48hr,GHITM-1,VDAC1,11,7,-1.4619936812258465,4.280204653026385e-24,0.1705,7.205348985490875e-76,0.1388,0.5826989615226836,18,0.5826989615226836,0.0
MAST2,MAST2,Stim8hr,MAST2-1,CXCR4,11,3,-1.46105384001723,0.0541162427264439,0.0119,0.2034629395665636,0.0492,0.8512565196039326,17,0.8512565196039326,0.0
ARL4D,ARL4D,Rest,ARL4D-2,CPLANE1,11,4,-1.460655671325599,0.0851119576106724,-0.0801,7.548204528188844e-18,0.0063,0.9713416386941872,35,0.9713416386941872,0.0
ZFAND3,ZFAND3,Stim48hr,ZFAND3-1,AP1M1,11,8,-1.4583731338247037,2.837405069672405e-05,0.0788,2.48519518567914e-17,0.2018,1.5983172189435132e-07,663,1.5983172189435132e-07,0.0
RAI14,RAI14,Stim8hr,RAI14-2,GRAMD1A,11,8,-1.4575698917512674,0.0070251393490371,-0.0094,0.314800841668364,0.0723,0.4933696843304276,92,0.4933696843304276,0.0
UBE2V2,UBE2V2,Stim48hr,UBE2V2-2,NAAA,11,8,-1.4572828444953418,1.1589958504878764e-07,0.1335,5.732580607365724e-47,0.6156,0.0251164364564694,13,0.0251164364564694,0.0
GYPC,GYPC,Stim48hr,GYPC-1,GATD1,11,6,-1.456646376009775,1.425870452502239e-06,0.0114,0.2226480631788108,0.036,0.5927137790433327,223,0.5927137790433327,0.0
AGRN,AGRN,Stim48hr,AGRN-1,MKRN2,11,6,-1.4566392651908144,0.0001220430040542,-0.0514,3.489673017134467e-08,-0.0764,0.5905422756691214,52,,0.0
MLKL,MLKL,Rest,MLKL-1,KIZ,11,6,-1.4563863674318405,0.0009935898162616,-0.029,0.0018684034130863,,,1,,0.0
ISCA1,ISCA1,Rest,ISCA1-2,CDKN1A,11,7,-1.4558042072791473,0.0010117910677292,0.1841,2.7186380660555647e-88,0.3535,0.1638959389528664,17,0.1638959389528664,0.0
NKD2,NKD2,Stim48hr,NKD2-2,TRIM4,11,6,-1.4549749592614754,1.9947654132128496e-05,-0.0833,3.417815236050596e-19,0.0298,0.9307685174183729,11,0.9307685174183729,0.0
PPARA,PPARA,Rest,PPARA-1,FAHD1,11,7,-1.4542329870749873,0.0118446627005846,-0.0148,0.112584383883335,0.3614,0.1690232107027953,16,0.1690232107027953,0.0
FAM118A,FAM118A,Stim48hr,FAM118A-2,CEBPB,11,9,-1.4539279089366122,0.0409941711915002,-0.1024,3.315769424447316e-28,0.0576,0.4819919925165959,151,0.4819919925165959,0.0
RCHY1,RCHY1,Stim48hr,RCHY1-2,ADAM9,11,8,-1.4523132506124,1.209113511540819e-09,0.0099,0.2866424435831173,-0.0011,0.9980311651316828,8,,0.0
RXRA,RXRA,Rest,RXRA-1,BMAL2,11,7,-1.451586137782796,0.0038494742613398,-0.0043,0.6418834954262582,-0.2396,0.5049733679067672,10,,0.0
ZNF746,ZNF746,Stim8hr,ZNF746-1,ZFP36L2,11,8,-1.451344760300578,2.074082547195057e-09,-0.0142,0.1269270583429421,-0.034,0.7461072642896719,93,,0.0
SEMA4A,SEMA4A,Rest,SEMA4A-1,ITGAM,11,6,-1.4506703816778592,0.0369191955224313,-0.3373,2.3996433218969907e-304,-0.5661,2.835031191408095e-29,329,,0.0
MON1A,MON1A,Rest,MON1A-2,GALNS,11,5,-1.4501311770106815,0.0001410377262428,,,,,0,,0.0
FAM219B,FAM219B,Stim8hr,FAM219B-1,PROSER3,11,5,-1.4489043991662145,0.0003291879217748,0.0721,9.412490456972671e-15,0.0318,0.9523672589270838,6,0.9523672589270838,0.0
IQGAP3,IQGAP3,Stim8hr,IQGAP3-1,APEH,11,4,-1.44856051119911,1.7536298417863515e-09,-0.0055,0.5535045283855002,0.0032,0.9819028736455596,54,0.9819028736455596,0.0
TMEM237,TMEM237,Stim48hr,TMEM237-2,IL32,11,8,-1.4476681992032854,1.702097195661365e-05,-0.0316,0.0006991331555538,0.0399,0.8045608391397115,41,0.8045608391397115,0.0
CEP83,CEP83,Stim48hr,CEP83-1,DTNB,11,4,-1.4476144159184954,0.0117792838117321,0.0206,0.0273967612158447,0.0647,0.6620260943956119,48,0.6620260943956119,0.0
ITSN1,ITSN1,Stim8hr,ITSN1-2,RGS19,11,6,-1.4473195389319315,1.1693254865206573e-08,0.0565,1.309146361679189e-09,-0.1151,0.6600078612314694,17,,0.0
FOXO4,FOXO4,Stim48hr,FOXO4-2,CD63,11,8,-1.4471149512977586,7.459347650290468e-09,-0.1031,1.3329699528792574e-28,-0.1391,0.6503279935856193,13,,0.0
RBMS2,RBMS2,Stim48hr,RBMS2-2,ZNF75D,11,5,-1.4469794853013989,0.0016186226139539,-0.1175,1.1285374154917044e-36,-0.612,0.3880459165427812,4,,0.0
IL3,IL3,Rest,IL3-2,ILVBL,11,8,-1.4453541125390006,1.3288532465442137e-08,0.0554,2.6733439894621022e-09,-0.0961,0.4689060763567377,59,,0.0
MARF1,MARF1,Stim48hr,MARF1-1,ZYG11B,11,8,-1.4452152949928736,6.374547517249843e-16,0.1851,2.4555539229348184e-89,0.2867,0.2340528405143776,19,0.2340528405143776,0.0
ABCA1,ABCA1,Rest,ABCA1-1,SCRN2,11,6,-1.444140283725316,0.0637588061272789,0.0246,0.0083235958487206,-0.1346,0.7506241609827231,8,,0.0
CEP19,CEP19,Rest,CEP19-2,PHPT1,11,6,-1.4430025784147036,1.9970658163891904e-11,0.0326,0.0004626739446451,0.439,0.1163094009364086,14,0.1163094009364086,0.0
TSPYL5,TSPYL5,Stim8hr,TSPYL5-2,MYD88,11,8,-1.442915471391383,2.815020096586124e-15,0.0676,3.8641376400121646e-13,0.1429,8.794955363636922e-10,1825,8.794955363636922e-10,0.0
PRSS21,PRSS21,Rest,PRSS21-1,CALCOCO2,11,8,-1.4422585017179848,5.263755143091994e-09,-0.2125,9.794501878940601e-118,-0.1486,0.2301587479887017,67,,0.0
FBXL3,FBXL3,Stim48hr,FBXL3-1,JPT2,11,6,-1.4421076625347489,1.0521204003182222e-09,0.0003,0.9724037110022276,-0.207,0.5661183423027369,10,,0.0
MROH6,MROH6,Stim48hr,MROH6-1,THOC6,11,6,-1.441796242505293,0.0003292632929497,0.086,2.3566648580671462e-20,0.2212,1.385320666856942e-05,379,1.385320666856942e-05,0.0
PPP1R12A,PPP1R12A,Rest,PPP1R12A-2,MOB3C,11,7,-1.4413364300483589,0.0825886390930348,-0.0401,1.7132960326752254e-05,-0.2427,0.0495721152679325,66,,0.0
SRSF8,SRSF8,Stim48hr,SRSF8-1,PEX6,11,6,-1.4413003109257447,0.0053075929534002,-0.0341,0.0002512874424819,0.191,0.0837005166811261,83,0.0837005166811261,0.0
GPR3,GPR3,Stim8hr,GPR3-2,HMGXB3,11,7,-1.4391876916564983,0.0021200141447395,0.0795,1.2857966377020588e-17,0.6722,4.0348417341871143e-13,90,4.0348417341871143e-13,0.0
RAB11FIP3,RAB11FIP3,Stim8hr,RAB11FIP3-1,MAP4K1,11,8,-1.439025227583565,0.0133537649636835,-0.019,0.0409681914040164,-0.1717,0.0997387779794192,93,,0.0
EME2,EME2,Stim8hr,EME2-1,ADSS2,11,7,-1.4384839375382583,4.393547140070206e-21,0.1149,3.6518798930709457e-35,0.2255,0.040407836047992,83,0.040407836047992,0.0
DIS3L2,DIS3L2,Stim8hr,DIS3L2-1,NHERF1,11,9,-1.437404562705313,1.1193447127130672e-31,0.0135,0.1463730616910242,0.0249,0.6148626814819314,412,0.6148626814819314,0.0
GDI1,GDI1,Stim48hr,GDI1-2,CAMK2D,11,7,-1.4372249909796095,1.2544916526293373e-07,0.0664,9.917495551941636e-13,,,2,,0.0
GATAD2B,GATAD2B,Rest,GATAD2B-1,HDGFL2,11,6,-1.4370215467731384,0.0181416915303585,-0.0175,0.0610994008868936,-0.0902,0.5419331428002818,48,,0.0
KIAA0100,BLTP2,Stim48hr,KIAA0100-2,EHD4,11,5,-1.4369301458498784,0.0016765906285516,-0.0307,0.0009689304631281,0.2956,0.4399545459063435,9,0.4399545459063435,0.0
WRAP53,WRAP53,Stim48hr,WRAP53-2,ZMYM2,11,6,-1.4366471606879991,2.016735133905903e-15,0.0876,4.628477011467834e-21,0.1613,0.0274192957951407,187,0.0274192957951407,0.0
ZNF549,ZNF549,Rest,ZNF549-2,SDHAF3,11,5,-1.43612979563086,0.0041721377230794,-0.0772,1.0406982618512911e-16,-0.4964,0.0844711169976126,13,,0.0
CATSPER2,CATSPER2,Stim48hr,CATSPER2-2,SRD5A1,11,6,-1.4355818001142753,7.56320821066855e-07,-0.0386,3.4379180176647586e-05,0.2586,0.4170144301849248,12,0.4170144301849248,0.0
TEAD2,TEAD2,Rest,TEAD2-1,PITPNC1,11,6,-1.4346567381233462,0.0032555638862621,0.1368,3.0272087883246487e-49,0.222,1.1620798370941857e-07,558,1.1620798370941857e-07,0.0
FUNDC2,FUNDC2,Rest,FUNDC2-1,ABCD3,11,6,-1.4337321414004218,2.159780586711913e-07,-0.1258,7.726530256556647e-42,0.4567,0.1845582790462028,10,0.1845582790462028,0.0
BTK,BTK,Stim8hr,BTK-1,FKBP11,11,4,-1.433260450237048,0.0341277040859883,-0.0196,0.0353094472164059,0.2287,0.1673407661858071,38,0.1673407661858071,0.0
ATP6V0E1,ATP6V0E1,Stim8hr,ATP6V0E1-2,NFKBID,11,8,-1.4325721951031267,0.0445978994932738,0.0958,6.9976070796869055e-25,0.1553,0.0090150357242669,282,0.0090150357242669,0.0
FOXO3,FOXO3,Stim48hr,FOXO3-2,ZMYM2,11,8,-1.4317137097845998,1.3519773013423762e-15,0.0574,7.253970621538757e-10,0.1477,0.0336704959581169,207,0.0336704959581169,0.0
ESRRA,ESRRA,Stim8hr,ESRRA-1,SC5D,11,6,-1.43034062947789,1.6517521899490486e-06,0.0679,2.953918201250152e-13,,,2,,0.0
MOGS,MOGS,Rest,MOGS-1,TLNRD1,11,5,-1.428993366999304,3.301428643730793e-06,-0.0048,0.606281185712412,0.3615,0.204110217427047,14,0.204110217427047,0.0
ARAP2,ARAP2,Rest,ARAP2-1,RAD50,11,7,-1.4285988540710546,1.1209782330172726e-05,0.2032,1.4839241973638438e-107,0.2153,0.0010439424316639,229,0.0010439424316639,0.0
MVB12B,MVB12B,Stim8hr,MVB12B-2,ZNF316,11,8,-1.428064916983247,0.0028550230226084,-0.1375,1.0273603514802707e-49,-0.2038,1.050095683742057e-09,880,,0.0
AUTS2,AUTS2,Rest,AUTS2-1,KDM1A,11,8,-1.427395368771958,2.3450746861386013e-27,0.4536,0.0,0.635,8.972769896577568e-231,2040,8.972769896577568e-231,1.0
TUBB4B,TUBB4B,Stim48hr,TUBB4B-1,R3HDM4,11,7,-1.4271185979461976,0.0136712241329227,-0.0359,0.0001176062487732,0.01,0.9284706237627652,83,0.9284706237627652,0.0
TBX2,TBX2,Stim48hr,TBX2-1,ABHD6,11,6,-1.423203723611306,0.084712699831195,0.0816,1.8483736635710124e-18,-0.0742,0.9056590071268332,5,,0.0
TUBB4B,TUBB4B,Stim8hr,TUBB4B-1,PLPP5,11,7,-1.4227400333438531,0.0574789379910029,-0.0053,0.5717272598871094,-0.0714,0.5317138027131402,79,,0.0
TMEM185A,TMEM185A,Stim48hr,TMEM185A-1,RILPL2,11,6,-1.4215716662327122,1.6483481546369054e-18,0.0009,0.9210514407364502,0.1059,0.718569968609027,14,0.718569968609027,0.0
C6orf120,C6orf120,Stim8hr,C6orf120-1,RCN1,11,7,-1.4199942046172205,8.243855518640093e-09,-0.2238,1.0367798562024494e-130,-0.467,1.0825356499699788e-27,486,,0.0
IRF2BP1,IRF2BP1,Stim8hr,IRF2BP1-1,IGF2R,11,7,-1.4198461207090989,0.0001288308448428,-0.1033,1.0349670813792858e-28,-0.3145,1.1422988897446546e-14,575,,0.0
TBPL1,TBPL1,Rest,TBPL1-1,PLEKHO1,11,6,-1.4194917911266387,0.0004419801633559,0.0877,4.151922786917201e-21,0.387,0.3910250849838775,7,0.3910250849838775,0.0
KCTD17,KCTD17,Stim8hr,KCTD17-1,PPP2R5A,11,5,-1.4182406058927763,6.473737857420701e-06,0.1462,4.714633501437982e-56,0.2142,0.1577060656901018,45,0.1577060656901018,0.0
RCAN3,RCAN3,Stim8hr,RCAN3-2,DRAP1,11,7,-1.4182030616034078,9.765840398118248e-31,0.1619,1.7666430105348263e-68,0.3852,1.5135376296409172e-17,455,1.5135376296409172e-17,0.0
C19orf47,C19orf47,Stim48hr,C19orf47-1,ATXN2,11,5,-1.417008886911689,2.746222013395761e-05,-0.0135,0.1483535813834562,0.0278,0.8881768475155171,28,0.8881768475155171,0.0
PLA2G12A,PLA2G12A,Rest,PLA2G12A-1,IFT25,11,6,-1.4169011908708522,2.496913353003269e-28,-0.0083,0.3710634573742182,0.2492,0.263413200425806,22,0.263413200425806,0.0
KDELR1,KDELR1,Stim8hr,KDELR1-2,CEP41,11,7,-1.4165542338897623,0.0001389492117373,0.1044,2.8569125183305155e-29,0.9781,0.1334963746619563,3,0.1334963746619563,0.0
MVB12B,MVB12B,Stim8hr,MVB12B-2,ZNF22,11,7,-1.4161626839839725,4.124438439722897e-05,-0.0542,5.7168846796428085e-09,-0.1278,0.0001521184342998,874,,0.0
PJA1,PJA1,Stim8hr,PJA1-1,SLC38A1,11,5,-1.4152090138400375,7.39694867902335e-24,0.0078,0.4002896229577147,0.0357,0.6345944331462556,180,0.6345944331462556,0.0
BICD1,BICD1,Stim48hr,BICD1-1,SH2D2A,11,8,-1.4127686549844942,2.2597584355609503e-09,0.1323,4.275197826472407e-46,-0.0912,0.8840629578394222,5,,0.0
WDR90,WDR90,Stim8hr,WDR90-1,PRKD2,11,8,-1.4120148378511583,8.150706621219792e-09,0.0204,0.0289121905539865,0.0862,0.474905914040965,71,0.474905914040965,0.0
TERF1,TERF1,Stim48hr,TERF1-1,ATRN,11,7,-1.411947098974374,0.026853325069809,-0.0219,0.0188496128126267,-0.1697,0.5619783821108237,14,,0.0
ZBTB45,ZBTB45,Stim48hr,ZBTB45-1,PIM1,11,5,-1.4095890900641483,2.733707120085632e-13,,,,,0,,0.0
RBM33,RBM33,Rest,RBM33-1,CEP135,11,4,-1.409491865973892,9.552476851304248e-06,-0.0133,0.1521942118729757,0.1209,0.5479777362655719,27,0.5479777362655719,0.0
KLHL5,KLHL5,Stim48hr,KLHL5-1,CREB3,11,7,-1.4089510380485455,0.0002373024831992,0.0603,9.207451733069876e-11,0.713,0.072101217972066,7,0.072101217972066,0.0
PLGRKT,PLGRKT,Stim48hr,PLGRKT-1,OTULIN,11,8,-1.4082824810968209,5.376234173914598e-06,0.0304,0.0010983850148814,,,2,,0.0
MARK2,MARK2,Stim8hr,MARK2-1,LTB,11,8,-1.4067646154799616,0.0185574378227645,0.1528,4.1431145285584895e-61,0.681,0.0001284865705885,26,0.0001284865705885,1.0
MNT,MNT,Rest,MNT-1,UBE2T,11,6,-1.4066049001126075,0.0121284622630955,0.0376,5.383530485652485e-05,0.0336,0.5244883435197447,361,0.5244883435197447,0.0
IMMP1L,IMMP1L,Stim8hr,IMMP1L-2,BMP2K,11,7,-1.406267259805295,6.65161632858164e-08,-0.0709,2.5932350871434813e-14,0.3597,0.4836779068765369,6,0.4836779068765369,0.0
TP53INP2,TP53INP2,Stim48hr,TP53INP2-2,SLCO4A1,11,7,-1.405956414233296,1.4808559844348212e-12,0.1025,2.987465153022877e-28,0.2374,4.433082931890434e-18,1297,4.433082931890434e-18,0.0
KIFC1,KIFC1,Stim48hr,KIFC1-1,INPP5A,11,9,-1.4048284103392914,0.0055504105707002,0.0431,3.776762966589805e-06,-0.9508,0.0491549351430979,4,,0.0
HDAC8,HDAC8,Stim8hr,HDAC8-1,COTL1,11,7,-1.403629310347854,5.928823613328943e-08,-0.0834,3.146446177185312e-19,,,2,,0.0
HCN2,HCN2,Rest,HCN2-2,AMDHD2,11,4,-1.4028929127790604,0.0025784709757867,-0.0691,1.1171909470429661e-13,-0.3001,0.3433462249313423,12,,0.0
C1orf159,C1orf159,Stim8hr,C1orf159-1,FUNDC1,11,7,-1.4025421871608796,4.39468529361961e-08,0.0377,5.148157763463298e-05,0.8561,0.0007706911799439,11,0.0007706911799439,0.0
RASA3,RASA3,Rest,RASA3-2,ENTPD6,11,6,-1.402294546459695,2.525144733320665e-07,0.0564,1.399947628427483e-09,0.4543,0.1872106026184204,10,0.1872106026184204,0.0
GPR27,GPR27,Stim8hr,GPR27-1,ARSA,11,5,-1.4013381567104957,0.0470503129193552,0.0746,1.1001566667086569e-15,0.2955,6.318060974599663e-07,274,6.318060974599663e-07,0.0
HSFX1,HSFX1,Rest,HSFX1-2,SHKBP1,11,5,-1.4006896065187584,1.2526555666598255e-26,0.0137,0.1424321771168987,-0.5473,0.0282177601558776,16,,0.0
PRDM5,PRDM5,Rest,PRDM5-2,SPAG7,11,7,-1.399577746473042,5.948372096359039e-28,0.1693,7.936252588494897e-75,0.1114,0.6925337473526436,15,0.6925337473526436,0.0
INSM1,INSM1,Stim8hr,INSM1-1,NOTCH1,11,8,-1.3994637855629355,9.218872826808033e-08,-0.0202,0.0299236921589987,-0.464,0.0296202504395696,22,,0.0
FAM220A,FAM220A,Stim8hr,FAM220A-1,SPCS2,11,7,-1.3990163086750096,2.458075385491732e-12,0.2578,2.813572488637097e-174,0.5467,2.7421337511367797e-22,268,2.7421337511367797e-22,1.0
GNA13,GNA13,Stim8hr,GNA13-1,ZNF76,11,7,-1.3988798843837047,0.0031655930325765,0.0609,5.971037149224401e-11,0.063,0.7150048192081127,36,0.7150048192081127,0.0
TUBB4B,TUBB4B,Stim8hr,TUBB4B-1,R3HDM4,11,7,-1.3969174818716743,0.0014400001733861,0.0673,4.835143341499089e-13,0.2411,0.0311774824452779,80,0.0311774824452779,0.0
ZHX2,ZHX2,Stim48hr,ZHX2-1,MOCS2,11,7,-1.3967545662704774,3.120094218922047e-11,0.0868,1.0008894269923408e-20,-0.4527,0.2211003775149836,9,,0.0
SEMA6A,SEMA6A,Stim48hr,SEMA6A-1,SUPT3H,11,4,-1.395056400934945,0.0223635692884236,0.0784,3.705689437484992e-17,0.0133,0.970866036925008,10,0.970866036925008,0.0
TXLNB,TXLNB,Stim48hr,TXLNB-1,TMCO3,11,5,-1.394613833400876,0.0029363750587714,0.0872,6.98005591436717e-21,-0.2934,0.1967032503161586,21,,0.0
CSNK1E,CSNK1E,Stim48hr,CSNK1E-1,ADCK2,11,6,-1.3934749009430694,0.0026650920313272,-0.073,4.217340751890566e-15,-0.1056,0.6867290045573293,17,,0.0
SMIM24,SMIM24,Stim48hr,SMIM24-2,ADCY3,11,5,-1.3932721177994687,1.3137355303199104e-10,0.0595,1.6401994439156136e-10,-0.7231,0.0023169553698782,15,,0.0
ATP13A3,ATP13A3,Stim48hr,ATP13A3-2,TEX30,11,9,-1.3926048389476269,2.10710439820098e-17,0.0374,6.055783781156303e-05,-0.0394,0.8981965847580505,13,,0.0
PPP1R32,SAXO4,Rest,PPP1R32-2,DCAF5,11,9,-1.3917425338931615,1.535154847114804e-14,0.1457,1.0798338496361554e-55,0.1521,0.0069307399509632,314,0.0069307399509632,0.0
FUNDC2,FUNDC2,Rest,FUNDC2-1,CHD6,11,8,-1.390899532093127,0.0208134738808,0.0011,0.9078289931458224,-0.6899,0.1293331561825248,6,,0.0
ATG3,ATG3,Stim8hr,ATG3-2,FABP5,11,8,-1.3906343388242668,6.599377663187356e-13,0.0026,0.780772622097593,-0.191,0.6225066645503349,9,,0.0
SENP5,SENP5,Rest,SENP5-2,NUDT18,11,5,-1.389697201099085,1.1245732186115544e-08,-0.1136,2.0846419861954983e-34,-0.1953,1.861839214204149e-24,2682,,0.0
PPARA,PPARA,Rest,PPARA-1,SMURF2,11,5,-1.3880957174481847,3.978519472826561e-05,-0.0136,0.1431672068272633,0.6439,0.007110403944341,16,0.007110403944341,0.0
HCN2,HCN2,Stim48hr,HCN2-1,DOK2,11,6,-1.387456989482043,5.352062676803691e-10,0.0691,1.1258059317660253e-13,-0.1392,0.6830768972399394,11,,0.0
DUSP12,DUSP12,Rest,DUSP12-2,ST6GALNAC6,11,6,-1.386764723659269,0.0458562919184051,-0.2205,8.603957073619695e-127,-0.3187,2.254284288796137e-34,1398,,0.0
HCN2,HCN2,Stim48hr,HCN2-2,HMCES,11,5,-1.3847868107881045,5.218951545955325e-09,0.0085,0.3643583731753166,-0.4378,0.1345677630215681,13,,0.0
MAST2,MAST2,Stim8hr,MAST2-1,CMAS,11,6,-1.3841908763344617,1.844200280247085e-05,0.1018,6.365979795988469e-28,0.3786,0.0006852152271951,77,0.0006852152271951,0.0
GJC1,GJC1,Stim48hr,GJC1-1,SFMBT2,11,8,-1.3833881062707225,1.2710882392578766e-05,0.0097,0.2993134686736328,-0.0747,0.689746895373447,31,,0.0
TYK2,TYK2,Rest,TYK2-1,KBTBD7,11,7,-1.383038887419807,1.2455437517138725e-07,-0.049,1.4416137340833832e-07,0.3098,0.1968078036420583,19,0.1968078036420583,0.0
ZBTB47,ZBTB47,Stim48hr,ZBTB47-1,MICU1,11,8,-1.382428690957249,8.276568531240353e-26,-0.0616,3.684738651138925e-11,-0.1339,0.7746604246954302,7,,0.0
BCORL1,BCORL1,Stim48hr,BCORL1-1,TNFRSF1A,11,4,-1.379848482265974,1.2885953251392771e-06,0.0868,1.0497715272478662e-20,,,1,,0.0
TSPYL5,TSPYL5,Stim48hr,TSPYL5-2,MYD88,11,8,-1.3797703291538683,2.3139289330464173e-08,0.0531,1.1709853342361904e-08,0.1131,0.000279037931121,1029,0.000279037931121,0.0
TP53INP2,TP53INP2,Stim48hr,TP53INP2-2,PRR3,11,7,-1.3794972089325912,2.30275539880286e-10,0.0631,1.2127403780501046e-11,0.1457,1.3757249926691445e-07,1296,1.3757249926691445e-07,0.0
TESPA1,TESPA1,Rest,TESPA1-2,BBS10,11,6,-1.3791362241548075,6.957378905525452e-05,0.4609,0.0,0.7641,6.554489233066064e-71,364,6.554489233066064e-71,1.0
SHLD1,SHLD1,Stim8hr,SHLD1-2,MACIR,11,6,-1.3788129034250052,7.9152463040435e-08,0.1448,5.7328191969767894e-55,0.3118,4.908333082374604e-11,425,4.908333082374604e-11,0.0
BICD1,BICD1,Stim48hr,BICD1-1,YIPF6,11,4,-1.3781847130645293,1.8738435590672905e-07,0.058,4.760547305756774e-10,-0.8051,0.0532986884974008,6,,0.0
TUBB4B,TUBB4B,Stim48hr,TUBB4B-1,MORC2,11,8,-1.3770913360456785,0.070327773432951,0.1041,4.25396457293123e-29,0.2582,0.001015487172041,159,0.001015487172041,0.0
ZMYM3,ZMYM3,Rest,ZMYM3-1,PMS1,11,7,-1.3766846205856191,0.0043607226942008,0.0436,2.925135070425532e-06,0.6788,0.3211676000043504,4,0.3211676000043504,0.0
PYGM,PYGM,Stim8hr,PYGM-1,RAB33A,11,6,-1.376678933893449,0.0449170346653398,-0.0291,0.001763566315103,0.3718,0.0056373998106129,54,0.0056373998106129,0.0
C10orf95,C10orf95,Stim48hr,C10orf95-1,CCNDBP1,11,6,-1.3765061736272106,1.2225516515926568e-48,0.0074,0.42878878541895,0.3223,0.5968451916867119,5,0.5968451916867119,0.0
CD9,CD9,Rest,CD9-2,ASAH1,11,7,-1.3760516774578786,4.391816498823853e-07,0.224,6.5585878600412e-131,,,2,,0.0
CLDND1,CLDND1,Stim48hr,CLDND1-2,STMN1,11,8,-1.3759586973648068,9.373815124556156e-07,0.0203,0.0296133496375715,0.2819,0.3086505189927291,15,0.3086505189927291,0.0
ITGAL,ITGAL,Stim8hr,ITGAL-2,CAMTA2,11,6,-1.3756831760112025,1.1234987141374457e-17,,,,,0,,0.0
INPP5F,INPP5F,Stim48hr,INPP5F-2,ACAP2,11,6,-1.3756822304953138,2.486709854397873e-07,0.0403,1.542926981207289e-05,-0.2169,0.4983895045673629,12,,0.0
CHUK,CHUK,Stim8hr,CHUK-1,PABPC1L,11,6,-1.375050881754744,0.0387862847354113,-0.0201,0.031367214515504,0.2079,0.5168306493846773,12,0.5168306493846773,0.0
ADAMTS6,ADAMTS6,Stim48hr,ADAMTS6-1,DOK4,11,8,-1.374224570541353,0.0813940794661319,0.079,2.048451075818617e-17,0.0348,0.8524615006365829,31,0.8524615006365829,0.0
