variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
C9orf172,52.1318687054896,-0.10683107596392015,0.2935431982125147,-0.36393647209150565,0.7159054487056389,0.9711516895496236,Th2_vs_Th1,-0.3639364720915056
CRKL,1456.898949622562,0.030492179782142838,0.08381051579651606,0.3638228388448884,0.7159903068160515,0.9711516895496236,Th2_vs_Th1,0.3638228388448884
ACTL10,8.653335189009193,0.22459694245024583,0.6174587603526521,0.363744037451134,0.7160491555391636,0.9711516895496236,Th2_vs_Th1,0.36374403745113393
PUSL1,85.09256482008121,0.08869590613246586,0.243946469031357,0.36358757921216256,0.7161660032379598,0.9711516895496236,Th2_vs_Th1,0.3635875792121625
C17orf67,72.3035467526486,-0.07432298493282757,0.20443538346144735,-0.3635524519993061,0.7161922382064041,0.9711516895496236,Th2_vs_Th1,-0.3635524519993061
ARHGEF35,9.085686583289288,0.2135347149404887,0.5884914967256066,0.36285097767530294,0.716716208601091,0.9715469998858816,Th2_vs_Th1,0.36285097767530294
CPPED1,63.96377829572434,-0.11538510859563328,0.3180088859233106,-0.3628361146595726,0.7167273120624003,0.9715469998858816,Th2_vs_Th1,-0.3628361146595726
RADIL,9.654765836735962,0.20348545166088391,0.5610372553521411,0.36269507901603437,0.7168326761504011,0.9715469998858816,Th2_vs_Th1,0.3626950790160344
FAM227B,25.780190076268088,0.13177255441724178,0.3633646235627654,0.36264552428142527,0.7168696984929022,0.9715469998858816,Th2_vs_Th1,0.36264552428142527
NMRAL1,196.5101981706664,0.06810454523052112,0.18780179165775024,0.3626405511329453,0.7168734139688958,0.9715469998858816,Th2_vs_Th1,0.3626405511329453
HAS3,86.83738622593657,-0.065283773469353,0.18013355125904124,-0.3624187332845707,0.7170391425368221,0.9716154494079748,Th2_vs_Th1,-0.3624187332845707
DUSP16,1553.5375152738116,-0.08218070167267669,0.22683490700135753,-0.36229301194892755,0.7171330796541106,0.9716154494079748,Th2_vs_Th1,-0.36229301194892755
FBXO28,572.3174746887472,0.045806763390049375,0.12651775808995291,0.3620579757466237,0.7173087066941353,0.9716154494079748,Th2_vs_Th1,0.3620579757466237
ULK3,932.4481857971261,0.037705197429637086,0.10415843684141064,0.3619984954943803,0.7173531547306429,0.9716154494079748,Th2_vs_Th1,0.3619984954943803
ATP6V1D,210.5137003941477,0.05112818167249829,0.14126119387171526,0.36194074445477054,0.7173963114875106,0.9716154494079748,Th2_vs_Th1,0.36194074445477054
BTBD7,312.49744040267973,-0.059430595206182005,0.1642373245719058,-0.36185803294769525,0.7174581225156915,0.9716154494079748,Th2_vs_Th1,-0.36185803294769525
NLRX1,121.35023948732403,0.06765355786554135,0.1870672739168232,0.36165362571981746,0.7176108857485242,0.9716154494079748,Th2_vs_Th1,0.36165362571981746
MAP1LC3A,103.46131177032498,0.07127138713455375,0.19707911508560122,0.3616384572439198,0.7176222223214082,0.9716154494079748,Th2_vs_Th1,0.3616384572439198
ABHD13,757.883238499006,-0.04049525321086541,0.11210131981981876,-0.3612379700431156,0.7179215598091357,0.9716154494079748,Th2_vs_Th1,-0.3612379700431156
HIST3H2BB,6.431318937479188,0.24098332413790874,0.6672292888461901,0.36117018267383083,0.7179722306360348,0.9716154494079748,Th2_vs_Th1,0.36117018267383083
ZNF765,133.15563929274944,-0.058660463880386676,0.16246182260689068,-0.3610722995662037,0.7180454001134673,0.9716154494079748,Th2_vs_Th1,-0.3610722995662037
PGM2,228.73002341288569,0.06145463806076787,0.17022451365950356,0.36102108174439707,0.7180836874362855,0.9716154494079748,Th2_vs_Th1,0.36102108174439707
RCC2,852.3176655161446,-0.043833536429414614,0.12142814752874792,-0.3609833248838544,0.7181119126179785,0.9716154494079748,Th2_vs_Th1,-0.36098332488385443
PLD3,545.5389257553164,0.045765953333190695,0.12681817299439696,0.3608785101738748,0.7181902689833108,0.9716154494079748,Th2_vs_Th1,0.3608785101738748
C15orf61,104.38947487444058,0.06846216302462546,0.18971462530998282,0.36086918925076134,0.7181972371722187,0.9716154494079748,Th2_vs_Th1,0.36086918925076134
C18orf8,860.2614176963497,0.030959357562281423,0.08584978661514223,0.3606224171653421,0.7183817289794853,0.9716154494079748,Th2_vs_Th1,0.3606224171653421
CCAR2,1962.9058299711508,0.025387501889336462,0.07040201933873648,0.36060758097272066,0.7183928213407992,0.9716154494079748,Th2_vs_Th1,0.36060758097272066
ZNF740,307.5790483164203,0.043690873704359305,0.12117341141193566,0.3605648565577624,0.7184247648170068,0.9716154494079748,Th2_vs_Th1,0.3605648565577623
RUNDC1,283.7595349916625,-0.05927914394955301,0.16441733110285298,-0.3605407261626837,0.7184428064447834,0.9716154494079748,Th2_vs_Th1,-0.3605407261626837
ZNF563,36.328933965524406,0.10067012919810249,0.27933777763765344,0.36038852334784466,0.7185566078890936,0.9716154494079748,Th2_vs_Th1,0.3603885233478446
MYL12B,1484.11981809162,0.034950586528288446,0.09698171907345113,0.36038324399898386,0.7185605553494447,0.9716154494079748,Th2_vs_Th1,0.36038324399898386
ING2,99.04242374199323,-0.07811466262283334,0.21697977890068396,-0.3600089511501807,0.718840439714837,0.9717403520522845,Th2_vs_Th1,-0.3600089511501807
C1orf131,194.09012808929708,-0.055650394218717425,0.15460644261029985,-0.3599487400340069,0.718885467207528,0.9717403520522845,Th2_vs_Th1,-0.3599487400340069
EMILIN1,11.29839924233093,0.1793573634546242,0.49828824638060354,0.3599470080970505,0.7188867624110227,0.9717403520522845,Th2_vs_Th1,0.3599470080970505
EDC4,3024.1745780980577,0.032561137653012044,0.09049965808050654,0.3597929356158049,0.7190019864729444,0.9717907377881828,Th2_vs_Th1,0.35979293561580483
CCDC85B,380.10885757761673,-0.050577820444403065,0.14065224494093026,-0.3595948323870994,0.719150148588962,0.9718410405067821,Th2_vs_Th1,-0.3595948323870994
WDR33,1414.7067985341453,-0.023748185912976845,0.06606930600685797,-0.35944355023968,0.7192633001582764,0.9718410405067821,Th2_vs_Th1,-0.35944355023968
FBXO8,226.45801122336064,0.05698842489485353,0.15856033980599474,0.3594115966488295,0.7192872006521105,0.9718410405067821,Th2_vs_Th1,0.3594115966488295
FAM134A,1324.8711110689794,-0.03347880621681743,0.09318821799143015,-0.35926007534446297,0.7194005385680575,0.9718410405067821,Th2_vs_Th1,-0.3592600753444629
PLEKHA4,9.273223192295596,0.1888718264118136,0.5258958983750186,0.35914299197885796,0.7194881211361336,0.9718410405067821,Th2_vs_Th1,0.35914299197885796
NAE1,812.3882204888074,0.030887336098935417,0.08600891154130529,0.3591178582012627,0.7195069225858345,0.9718410405067821,Th2_vs_Th1,0.3591178582012627
KIAA0513,219.11753144409818,0.05531745732098026,0.15425592508765026,0.3586083146533797,0.7198881257991971,0.9721208745524486,Th2_vs_Th1,0.3586083146533797
ARHGEF10,125.87342361648211,0.11954797930275661,0.3334115401974974,0.35855981239264234,0.7199244152755631,0.9721208745524486,Th2_vs_Th1,0.35855981239264234
TARS,430.04582998994647,0.05610413346783538,0.15650966875009753,0.35847071887563764,0.7199910768452431,0.9721208745524486,Th2_vs_Th1,0.35847071887563764
INTS2,278.57313394616574,-0.053959593148643535,0.1505468009602361,-0.35842404358293783,0.7200260010922684,0.9721208745524486,Th2_vs_Th1,-0.3584240435829379
FNTB,14.52451795085216,0.16526525423649455,0.4619781673467676,0.3577339058805435,0.7205424567845585,0.97265111551523,Th2_vs_Th1,0.3577339058805435
PANK4,346.83746999012783,-0.048962237983657536,0.13694079631363176,-0.3575431084212528,0.7206852601244136,0.97265111551523,Th2_vs_Th1,-0.3575431084212528
AP1G1,3271.519333834132,0.029765972514509687,0.0832905058789611,0.3573753358848127,0.7208108383920644,0.97265111551523,Th2_vs_Th1,0.3573753358848127
GFPT1,770.2189413642864,0.0404885068741433,0.11330050992975642,0.3573550277862403,0.7208260395782249,0.97265111551523,Th2_vs_Th1,0.3573550277862403
CHD3,6483.0603689486625,0.03228992348893734,0.09039205364579571,0.3572208196028656,0.7209265009725989,0.97265111551523,Th2_vs_Th1,0.3572208196028656
SCYL2,603.1109728266564,0.036852127724157524,0.10317659776040408,0.35717525605695255,0.7209606086121596,0.97265111551523,Th2_vs_Th1,0.35717525605695255
ARRDC1,777.6707974919923,0.04124316576968145,0.1155311719835222,0.35698733996711995,0.7211012833851912,0.97265111551523,Th2_vs_Th1,0.35698733996712
DECR2,54.4129739570352,0.11245835328801798,0.3150290182833134,0.3569777600198131,0.7211084552267832,0.97265111551523,Th2_vs_Th1,0.35697776001981313
VEZT,452.11702851866085,0.04529211853344458,0.12692653634319634,0.35683726853602415,0.7212136342659616,0.97265111551523,Th2_vs_Th1,0.35683726853602415
CAP1,2574.637281193565,0.0551526684316988,0.15459191748728626,0.3567629493711053,0.7212692754889076,0.97265111551523,Th2_vs_Th1,0.3567629493711053
GCFC2,175.24617310070118,-0.049774894409404705,0.13952211713048457,-0.3567527172975305,0.7212769361464908,0.97265111551523,Th2_vs_Th1,-0.35675271729753055
CCP110,292.6510027800418,-0.060787111917942914,0.1705124784859813,-0.35649655941714864,0.7214687282619093,0.972747595080468,Th2_vs_Th1,-0.35649655941714864
ZC3HAV1,4683.052244866336,0.03690127713632647,0.10352477892085495,0.356448741267418,0.7215045329035925,0.972747595080468,Th2_vs_Th1,0.35644874126741793
NXT2,97.98115849827302,0.07763657989828059,0.21796284403324703,0.3561918098592908,0.7216969250523242,0.9729017695315015,Th2_vs_Th1,0.35619180985929083
GEMIN5,180.63045621715997,0.0609751413900089,0.17130423874042067,0.3559464835099921,0.7218806436797978,0.9730442193486906,Th2_vs_Th1,0.3559464835099921
DHX38,2087.278834499624,-0.029306492934310743,0.08237723363312631,-0.3557596151483987,0.722020595380765,0.9730529398609239,Th2_vs_Th1,-0.3557596151483987
GCAT,8.194501400091253,0.2510099698340089,0.7056205052800387,0.35572941539502295,0.7220432138167487,0.9730529398609239,Th2_vs_Th1,0.355729415395023
TSPAN18,703.0033388428238,0.06554067792310264,0.18448652698109233,0.3552599693625311,0.7223948417984151,0.9733309642445511,Th2_vs_Th1,0.3552599693625312
ARHGAP15,1356.6782091752284,0.03202457179228937,0.09017261473696868,0.35514742348000294,0.722479150476038,0.9733309642445511,Th2_vs_Th1,0.35514742348000294
ASB2,34.191702600510986,-0.1683318770004769,0.47399220720847857,-0.3551363808106629,0.7224874227758532,0.9733309642445511,Th2_vs_Th1,-0.3551363808106629
ABCC10,783.9043653624863,0.03809499468433239,0.10731551383339612,0.3549812447757893,0.7226036419269763,0.9733309642445511,Th2_vs_Th1,0.3549812447757893
FAM47E-STBD1,6.000657900769781,-0.22656319079336826,0.6387424501427608,-0.35470194715057807,0.7228128920580299,0.9733309642445511,Th2_vs_Th1,-0.35470194715057807
FAM50B,69.3097000195765,0.10743565032639134,0.30295204994517305,0.3546292238188669,0.7228673798716208,0.9733309642445511,Th2_vs_Th1,0.35462922381886697
KDM4B,671.868999047499,0.052887318270421875,0.14915777326376564,0.3545729941737445,0.7229095107862353,0.9733309642445511,Th2_vs_Th1,0.3545729941737445
NSUN5,369.2661751450162,-0.04707078240078543,0.13281747222506546,-0.3544020347038511,0.7230376099213947,0.9733309642445511,Th2_vs_Th1,-0.3544020347038511
C10orf12,137.89440494334494,0.0764369816883911,0.21570925798680182,0.3543518827229376,0.723075190039856,0.9733309642445511,Th2_vs_Th1,0.3543518827229376
HSF5,58.91323222669396,0.10456608120788922,0.29515314580104157,0.3542773732737909,0.7231310230442358,0.9733309642445511,Th2_vs_Th1,0.3542773732737909
INO80,782.4945094982162,-0.029769037055145307,0.08405735888503993,-0.3541514681166534,0.7232253723224076,0.9733309642445511,Th2_vs_Th1,-0.3541514681166534
LRRC8D,310.074251660725,0.05256261008445635,0.14844859424209828,0.3540795408189201,0.7232792742159029,0.9733309642445511,Th2_vs_Th1,0.3540795408189201
UBE2D4,57.88374696015808,-0.08711645590824531,0.24611214868961975,-0.35397056330653054,0.7233609439376862,0.9733309642445511,Th2_vs_Th1,-0.35397056330653054
TSGA10,28.33000715559129,0.11047005912175607,0.3120911059582629,0.3539673416278951,0.7233633583699616,0.9733309642445511,Th2_vs_Th1,0.35396734162789517
CASC4,539.6638548930188,-0.04336188241932186,0.12256283040988938,-0.35379308942446763,0.7234939528222833,0.9733309642445511,Th2_vs_Th1,-0.3537930894244677
TRMT5,56.67168730124359,-0.0846073546539865,0.23917464843545408,-0.35374716847057236,0.7235283699218047,0.9733309642445511,Th2_vs_Th1,-0.3537471684705724
MIEF1,831.1194372467831,0.04717008932909796,0.13341228120785573,0.3535663201471473,0.7236639185950002,0.9733309642445511,Th2_vs_Th1,0.3535663201471473
DTNB,188.76594955860463,-0.05298194450185696,0.1500048271371509,-0.3532015969953756,0.7239373107169875,0.9733309642445511,Th2_vs_Th1,-0.3532015969953756
CTDSP1,1279.3325455890008,0.03356726635927519,0.09511634747142117,0.35290743654092555,0.724157835543445,0.9733309642445511,Th2_vs_Th1,0.35290743654092555
ABHD10,233.54089859598747,0.056985019292440715,0.16149636112675694,0.3528563671333357,0.7241961233496471,0.9733309642445511,Th2_vs_Th1,0.35285636713333574
SHKBP1,1416.3734891599559,0.03851000392959813,0.10921931424310076,0.3525933503288843,0.7243933234906588,0.9733309642445511,Th2_vs_Th1,0.3525933503288843
TRIM7,35.85428852236404,0.10937939832219383,0.31045000794386535,0.3523253197724881,0.7245943015699212,0.9733309642445511,Th2_vs_Th1,0.3523253197724881
CCDC115,754.049156883555,0.031838153345779524,0.0904225652714921,0.3521040710378659,0.7247602154094108,0.9733309642445511,Th2_vs_Th1,0.35210407103786595
ZNF91,160.34475604397437,-0.05441878141348717,0.15476981418586588,-0.35161107932929786,0.7251299550624217,0.9733309642445511,Th2_vs_Th1,-0.3516110793292978
CCDC101,288.9247368356259,-0.03834178430658144,0.10905892707952676,-0.3515694252027829,0.7251611982462296,0.9733309642445511,Th2_vs_Th1,-0.3515694252027829
TOR4A,59.93132398637236,-0.13989124573694178,0.39796274835533757,-0.351518443158489,0.7251994385708239,0.9733309642445511,Th2_vs_Th1,-0.35151844315848896
TMF1,1497.3659987319297,-0.044338959656026175,0.1261621448326272,-0.35144424434800453,0.725255094421102,0.9733309642445511,Th2_vs_Th1,-0.3514442443480046
RHOT2,2507.2560873915268,0.024517121702788008,0.06976645978860217,0.3514170244136911,0.7252755122091896,0.9733309642445511,Th2_vs_Th1,0.3514170244136911
ZNF714,69.37190206740155,0.07312511805125002,0.2081250208375177,0.351351883387142,0.7253243755622242,0.9733309642445511,Th2_vs_Th1,0.351351883387142
ACAT1,165.61347121452624,-0.055044846826897496,0.15667081747355496,-0.35134077752666815,0.725332706362016,0.9733309642445511,Th2_vs_Th1,-0.3513407775266681
CRACR2B,13.898922329285341,-0.2298372761824179,0.6542829728557783,-0.3512811516082052,0.7253774338968324,0.9733309642445511,Th2_vs_Th1,-0.3512811516082052
HIVEP2,2129.115037141379,-0.05960286183154664,0.1696772116901336,-0.3512720490739442,0.7253842621158947,0.9733309642445511,Th2_vs_Th1,-0.3512720490739442
LARS,501.7840193620583,-0.05098275500319994,0.1451520089278394,-0.35123699203188713,0.7254105601788903,0.9733309642445511,Th2_vs_Th1,-0.3512369920318872
ZSWIM7,78.27463500935956,-0.06281106601909289,0.1789163834905332,-0.3510638030665109,0.725540482745199,0.9733309642445511,Th2_vs_Th1,-0.3510638030665109
NETO2,97.28594696146575,-0.1003621514319664,0.2859351698816255,-0.35099617676802547,0.7255912166569851,0.9733309642445511,Th2_vs_Th1,-0.35099617676802547
CIDEB,9.45387371247868,-0.1902367697232638,0.5420168432387586,-0.350979442975473,0.7256037706980007,0.9733309642445511,Th2_vs_Th1,-0.35097944297547307
UBAP1,1320.094627351849,0.030794422395836726,0.08774544798939365,0.35095179409829946,0.7256245136252524,0.9733309642445511,Th2_vs_Th1,0.35095179409829946
RRAGC,287.4162892751877,-0.04408010642000598,0.1256066759167518,-0.3509376081986351,0.7256351563447763,0.9733309642445511,Th2_vs_Th1,-0.3509376081986352
ENDOV,60.49886098489471,0.07982582869493239,0.2274967415279492,0.3508877892438972,0.7256725325513853,0.9733309642445511,Th2_vs_Th1,0.3508877892438972
CD79B,137.70693879368673,-0.10834476514404427,0.30884839027994654,-0.350802427837938,0.7257365756696752,0.9733309642445511,Th2_vs_Th1,-0.350802427837938
P2RX5-TAX1BP3,20.400755721647997,-0.13629359156905252,0.3885585173189151,-0.3507672216516812,0.7257629899679212,0.9733309642445511,Th2_vs_Th1,-0.3507672216516812
TMEM5,90.65761639656766,-0.06727982620463245,0.19181176180869675,-0.350759648783863,0.7257686717389742,0.9733309642445511,Th2_vs_Th1,-0.35075964878386295
ZNF24,1491.7121892801438,-0.03080412054042175,0.08791729954485553,-0.3503761000382575,0.726056460414312,0.9733309642445511,Th2_vs_Th1,-0.3503761000382575
MBD3,401.72993625675343,-0.04551330729211865,0.12999516825167515,-0.35011537662694747,0.7262521114661757,0.9733309642445511,Th2_vs_Th1,-0.35011537662694747
TRIP12,2280.4933122983416,-0.03225371350155875,0.09213252403497711,-0.3500795602789952,0.7262789900267589,0.9733309642445511,Th2_vs_Th1,-0.3500795602789953
STK31,6.772699467264378,-0.2581847606924793,0.7375260508441664,-0.3500686659094456,0.7262871658286751,0.9733309642445511,Th2_vs_Th1,-0.35006866590944563
OCLN,75.90786467264553,-0.09776760105758707,0.2792887099125467,-0.35005926694351847,0.7262942194132119,0.9733309642445511,Th2_vs_Th1,-0.35005926694351847
POLQ,16.109323395052257,0.16691915626941523,0.47684334439175885,0.3500503010738888,0.7263009479962446,0.9733309642445511,Th2_vs_Th1,0.3500503010738888
COMT,145.74176653714332,-0.06183555957385219,0.1766666077729195,-0.35001271804195877,0.7263291530250517,0.9733309642445511,Th2_vs_Th1,-0.35001271804195877
HLTF,169.98669857075453,-0.11126651517870027,0.31794714371654953,-0.34995286914071033,0.7263740687404658,0.9733309642445511,Th2_vs_Th1,-0.34995286914071033
TMEM136,6.6363554059100345,-0.2807533695250285,0.8025255039284314,-0.3498373175066919,0.7264607911945773,0.9733309642445511,Th2_vs_Th1,-0.34983731750669184
FBXO3,1496.1362562731986,0.035057025905620334,0.10021335717211022,0.34982388470842335,0.7264708728479168,0.9733309642445511,Th2_vs_Th1,0.34982388470842335
ZNF668,124.77819919821209,0.0803646958664925,0.2297336259426037,0.3498168608829197,0.7264761444246803,0.9733309642445511,Th2_vs_Th1,0.3498168608829197
ENOX2,109.41585553985902,-0.06208855109406214,0.177507052915888,-0.34978075560458377,0.7265032426465785,0.9733309642445511,Th2_vs_Th1,-0.34978075560458377
ALDH1L1,4.990497874356779,0.3223116147877896,0.922373579269662,0.3494371716967401,0.7267611310081878,0.9733309642445511,Th2_vs_Th1,0.3494371716967401
UBE3A,1227.8141428538265,-0.03910271907172358,0.11195142369698517,-0.3492829102161441,0.7268769271811482,0.9733309642445511,Th2_vs_Th1,-0.3492829102161441
CD52,3826.5635810653716,-0.07190491858843258,0.20587191692820528,-0.34927016594258625,0.7268864939320137,0.9733309642445511,Th2_vs_Th1,-0.3492701659425862
AMFR,1204.6672086743288,-0.024003287765726217,0.06875851022246782,-0.34909551833022123,0.7270176010413709,0.9733309642445511,Th2_vs_Th1,-0.34909551833022123
BAZ2B,389.9159619626085,0.058736307591245,0.16826501451539072,0.34907023162484296,0.7270365843101195,0.9733309642445511,Th2_vs_Th1,0.34907023162484296
RXRB,771.980987400295,0.03318738693588854,0.09513664235684535,0.3488391655804595,0.727210058275146,0.9733309642445511,Th2_vs_Th1,0.3488391655804596
PM20D2,143.45736680727745,-0.04864451776593802,0.13945458912368583,-0.3488197704472382,0.727224619902687,0.9733309642445511,Th2_vs_Th1,-0.3488197704472383
C8orf58,80.64445214467136,-0.07227380348618852,0.20720083147772803,-0.34881039313762213,0.7272316603067742,0.9733309642445511,Th2_vs_Th1,-0.3488103931376222
DRG1,304.842201300076,-0.048871722783258804,0.14011858778250635,-0.34878829109466936,0.7272482544232333,0.9733309642445511,Th2_vs_Th1,-0.34878829109466936
METTL18,66.73954124020283,0.08875108971013172,0.25445948341373925,0.34878279449238125,0.727252381267874,0.9733309642445511,Th2_vs_Th1,0.3487827944923813
EED,558.4455693894681,0.0398175238198975,0.1141927100394225,0.34868709049948443,0.7273242370179064,0.9733309642445511,Th2_vs_Th1,0.34868709049948443
METTL12,21.21570443994804,0.13778926085701615,0.39564553101027644,0.3482644186708562,0.7276416129649932,0.9736511740726168,Th2_vs_Th1,0.3482644186708562
JMJD4,51.895412589348716,-0.09347577255797464,0.26850929205907625,-0.3481286321272207,0.7277435823230729,0.973663737303603,Th2_vs_Th1,-0.3481286321272208
SLC25A1,269.0163520275755,0.048102636528515166,0.13820852460290783,0.34804391890240255,0.7278072004437537,0.973663737303603,Th2_vs_Th1,0.3480439189024026
CLASP1,1198.653323613069,-0.0336117065730107,0.09662307226375029,-0.34786418797843044,0.7279421813725333,0.9736814784087744,Th2_vs_Th1,-0.34786418797843044
MDP1,98.5501756613502,-0.07249511130231921,0.20856578300108283,-0.34758870922726015,0.7281490869000803,0.9736814784087744,Th2_vs_Th1,-0.3475887092272601
SDHC,272.2428944293405,-0.050491297775091724,0.14526486160094543,-0.3475809443428617,0.7281549192069432,0.9736814784087744,Th2_vs_Th1,-0.34758094434286174
UBR4,3302.724988016657,-0.05831143915170014,0.16779200215591128,-0.34752216078521736,0.728199072821353,0.9736814784087744,Th2_vs_Th1,-0.34752216078521736
P3H4,18.169880947355146,0.1463103581990484,0.42102933503184004,0.34750632800439857,0.7282109653231261,0.9736814784087744,Th2_vs_Th1,0.3475063280043985
COMMD8,115.95305931740047,-0.07611299539099861,0.2191347681760546,-0.3473341817207611,0.728340274057037,0.9737364716586712,Th2_vs_Th1,-0.34733418172076114
C22orf46,108.85388856383068,0.06230558485125312,0.17944798910774465,0.3472069269822992,0.7284358672027536,0.9737364716586712,Th2_vs_Th1,0.3472069269822992
CALML4,138.19431921166836,-0.06426361164196986,0.18526708852685891,-0.34687008984142,0.7286889180212286,0.9737364716586712,Th2_vs_Th1,-0.34687008984142
SLC25A43,47.022805680225694,0.08745297023841485,0.25214098536803875,0.3468415502174853,0.7287103599351847,0.9737364716586712,Th2_vs_Th1,0.34684155021748536
IMP3,403.9852713726529,0.05261385189508734,0.15182598777329429,0.346540488006902,0.7289365618968124,0.9737364716586712,Th2_vs_Th1,0.346540488006902
PPM1B,1339.0742147393564,-0.03579750764730545,0.10333775474485989,-0.3464126711064046,0.7290326037830831,0.9737364716586712,Th2_vs_Th1,-0.3464126711064046
ZBTB12,8.93332554057329,-0.19687540823523458,0.5684918475880468,-0.34631175287829075,0.7291084369550884,0.9737364716586712,Th2_vs_Th1,-0.3463117528782907
PIH1D1,614.3742961741427,-0.0382219506248209,0.11044123884410599,-0.34608404455489067,0.7292795539801558,0.9737364716586712,Th2_vs_Th1,-0.34608404455489067
RB1CC1,2477.1226817306792,-0.041515686151690635,0.11998138808878099,-0.34601771835620737,0.7293293989713419,0.9737364716586712,Th2_vs_Th1,-0.34601771835620737
SLC20A1,1703.5157092095476,-0.037432516076578534,0.10825913500495543,-0.34576773659668636,0.7295172737573175,0.9737364716586712,Th2_vs_Th1,-0.3457677365966863
RSG1,29.009441495607618,-0.10931814188820886,0.3161668266563002,-0.3457609485610166,0.7295223755590551,0.9737364716586712,Th2_vs_Th1,-0.3457609485610166
ACBD3,709.160675920828,0.041218252734864506,0.11921601840510389,0.34574424885422833,0.7295349268983833,0.9737364716586712,Th2_vs_Th1,0.34574424885422833
ULBP3,15.515634815702436,-0.1680447285106368,0.48609020956431453,-0.3457068774564628,0.7295630151447763,0.9737364716586712,Th2_vs_Th1,-0.3457068774564628
ICMT,210.03245141174133,-0.04672348091570943,0.13517739510727494,-0.3456456671518956,0.7296090214361084,0.9737364716586712,Th2_vs_Th1,-0.34564566715189554
C5orf15,297.0122128959162,-0.04329381350454013,0.1252786779607703,-0.3455800636569388,0.7296583307749598,0.9737364716586712,Th2_vs_Th1,-0.3455800636569388
KLHL25,119.79953009293106,-0.06370274123797631,0.1843632388553527,-0.3455284341579401,0.7296971376713537,0.9737364716586712,Th2_vs_Th1,-0.3455284341579401
NUP93,543.4444574073086,0.03336169189487225,0.0965779592558404,0.34543794621395213,0.7297651538743353,0.9737364716586712,Th2_vs_Th1,0.3454379462139521
ATP9B,306.9268081723258,0.03834406516664998,0.1110056983987332,0.34542429550704545,0.7297754147545406,0.9737364716586712,Th2_vs_Th1,0.3454242955070455
RALGAPB,1257.0830610476185,0.034429036202208343,0.0997293838833262,0.3452245954160011,0.729925529632779,0.9737364716586712,Th2_vs_Th1,0.3452245954160011
PARP6,1040.488305760269,0.029521782926096883,0.08553917348982115,0.3451258846873224,0.7299997344681105,0.9737364716586712,Th2_vs_Th1,0.3451258846873224
CCDC152,13.098567775799348,-0.21140288429012236,0.6126914188303448,-0.3450397341841344,0.7300644993414438,0.9737364716586712,Th2_vs_Th1,-0.3450397341841344
CWF19L1,881.9352099778287,-0.03220551285079708,0.09334206985217715,-0.3450267698348657,0.7300742456431533,0.9737364716586712,Th2_vs_Th1,-0.34502676983486563
RGAG4,47.790177385010246,0.2663488096529156,0.7720912602881141,0.3449706315203266,0.7301164496490723,0.9737364716586712,Th2_vs_Th1,0.3449706315203266
ZNF501,12.375281747950538,0.18334774174491003,0.5316463130690128,0.344867889116932,0.73019369207901,0.9737364716586712,Th2_vs_Th1,0.34486788911693206
OR2A7,4.900306608679843,0.3205655854444486,0.9295711014525624,0.34485321772969035,0.7302047223499573,0.9737364716586712,Th2_vs_Th1,0.34485321772969035
PSMC3,465.342940850344,0.0521034644028663,0.1511531793578993,0.3447063741841389,0.7303151256247886,0.9737795370229133,Th2_vs_Th1,0.3447063741841389
SRRM2,23986.060766014278,0.027571368458199696,0.08008064284011707,0.3442950441000654,0.7306244109669704,0.9740761144853415,Th2_vs_Th1,0.34429504410006545
STK11IP,409.0629708087934,0.03860744309491662,0.11216483182552432,0.3442027457855206,0.7306938174915307,0.9740761144853415,Th2_vs_Th1,0.3442027457855206
RSPH9,11.639149439319652,0.17837622451323087,0.5184175842199349,0.3440782680657608,0.7307874257905855,0.9740967430055842,Th2_vs_Th1,0.3440782680657608
HSPH1,1421.3832234870304,-0.0715500001358212,0.20812577121515205,-0.3437825105371295,0.7310098540336254,0.9742718861396593,Th2_vs_Th1,-0.34378251053712944
TMEM141,75.47913384446461,0.07064315455604712,0.20553980473453026,0.3436957364403841,0.7310751178981723,0.9742718861396593,Th2_vs_Th1,0.3436957364403841
CMTM7,562.5376043096836,0.06099311954114219,0.17755581902485615,0.34351518230221295,0.7312109211224346,0.974324602553225,Th2_vs_Th1,0.34351518230221295
SKA3,4.073451134607932,0.6075058067048026,1.7694792436240836,0.3433246300536227,0.7313542535295219,0.974324602553225,Th2_vs_Th1,0.3433246300536227
C12orf57,850.3139548654716,-0.0479466713814362,0.13979178720438037,-0.3429863251647003,0.73160874780165,0.974324602553225,Th2_vs_Th1,-0.3429863251647003
GAPVD1,1062.149700307812,-0.057501250550170996,0.16780058548925283,-0.3426761020083199,0.731842143180669,0.974324602553225,Th2_vs_Th1,-0.3426761020083198
MUTYH,435.98131896701847,-0.033991451934380544,0.09919549019563056,-0.34267134390226367,0.7318457231194817,0.974324602553225,Th2_vs_Th1,-0.34267134390226367
ANKRD13B,55.57423507380061,-0.09761391360025717,0.28487471690449134,-0.34265558790527473,0.7318575777739893,0.974324602553225,Th2_vs_Th1,-0.3426555879052747
EPM2A,30.714758717476062,-0.10990122570053124,0.3209435905226623,-0.34243159528923806,0.7320261144986626,0.974324602553225,Th2_vs_Th1,-0.34243159528923806
SYT15,8.972436211727242,0.2014594278846818,0.5883640847843573,0.34240605960596515,0.7320453289013669,0.974324602553225,Th2_vs_Th1,0.34240605960596515
