gene_id,gene_name,gene_biotype,DonorH_NTC1_cpm,DonorH_NTC1_count,DonorH_SGF29-4_cpm,DonorH_SGF29-4_count,DonorH_GATA3-3_cpm,DonorH_GATA3-3_count,DonorH_ATP2A2-3_cpm,DonorH_ATP2A2-3_count,DonorH_NTC2_cpm,DonorH_NTC2_count
ENSG00000006116,CACNG3,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006118,TMEM132A,protein_coding,1.7015439183526082,19.0,0.498418518456287,6.0,0.6846669041935913,8.0,0.6253842595409717,7.0,0.9887066066445058,11.0
ENSG00000006125,AP2B1,protein_coding,72.40517147305704,808.5,85.22956665602509,1026.0,70.2639410428673,821.0,83.35478773596094,933.0,74.2428779171238,826.0
ENSG00000006128,TAC1,protein_coding,4.119527381274735,46.0,30.154320366605365,363.0,2.2251674386291715,26.0,3.1269212977048584,35.0,2.606590144790061,29.0
ENSG00000006194,ZNF263,protein_coding,12.806356859180156,143.0,15.741718207911063,189.5,15.019880210746908,175.5,14.875211316224542,166.5,13.61718644605842,151.5
ENSG00000006210,CX3CL1,protein_coding,0.0,0.0,0.0830697530760478,1.0,0.0,0.0,0.0893406085058531,1.0,0.0,0.0
ENSG00000006282,SPATA20,protein_coding,5.865848771162939,65.5,7.476277776844305,90.0,4.792668329355139,56.0,7.057908071962395,79.0,5.348003917758918,59.5
ENSG00000006283,CACNA1G,protein_coding,0.0,0.0,0.1661395061520957,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006327,TNFRSF12A,protein_coding,9.134604193261367,102.0,19.18911296056705,231.0,3.252167794919558,38.0,5.137084989086553,57.5,8.898359459800552,99.0
ENSG00000006377,DLX6,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006432,MAP3K9,protein_coding,7.522615217979952,84.0,6.479440739931732,78.0,5.135001781451934,60.0,5.003074076327773,56.0,5.033415452008393,56.0
ENSG00000006451,RALA,protein_coding,100.65975601201744,1124.0,101.0543546170122,1216.5,91.83094852496542,1073.0,107.56609264104712,1204.0,92.71371497761888,1031.5
ENSG00000006453,BAIAP2L1,protein_coding,1.880653804494988,21.0,1.6057383269600043,19.33,1.454917171411381,17.0,1.6974715616112088,19.0,2.0672956320748757,23.0
ENSG00000006459,KDM7A,protein_coding,24.806719230719604,277.0,15.949392590601184,192.0,33.46309494246177,391.0,37.70173678947001,422.0,28.942138849048263,322.0
ENSG00000006468,ETV1,protein_coding,0.3582197722847596,4.0,0.0,0.0,0.1711667260483978,2.0,0.3573624340234124,4.0,0.1797648375717283,2.0
ENSG00000006530,AGK,protein_coding,107.3763767423567,1199.0,122.11253702179032,1470.0,162.65118142749,1900.5,118.91234992129048,1331.0,113.16196525140298,1259.0
ENSG00000006534,ALDH3B1,protein_coding,0.895549430711899,10.0,0.2492092592281435,3.0,0.5990835411693923,7.0,0.8040654765526779,9.0,0.3595296751434566,4.0
ENSG00000006555,TTC22,protein_coding,1.880653804494988,21.0,1.412185802292813,17.0,1.882833986532376,22.0,2.59087764666974,29.0,2.516707726004197,28.0
ENSG00000006576,PHTF2,protein_coding,25.07538405993317,280.0,22.511903083608964,271.0,22.251674386291715,260.0,29.303719589919815,328.0,27.593902567260297,307.0
ENSG00000006606,CCL26,protein_coding,0.1791098861423798,2.0,0.0,0.0,0.0,0.0,0.1786812170117062,2.0,0.0,0.0
ENSG00000006607,FARP2,protein_coding,16.92588424045489,189.0,22.096554318228726,266.0,17.801339509033372,208.0,17.60009987565306,197.0,18.96519036381734,211.0
ENSG00000006611,USH1C,protein_coding,0.0,0.0,0.0830697530760478,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006625,GGCT,protein_coding,60.2928654226786,673.25,54.84680446846058,660.25,64.95777253536697,759.0,55.97189122891697,626.5,60.19874998183252,669.75
ENSG00000006634,DBF4,protein_coding,70.07674295320611,782.5,62.30231480703589,750.0,72.10398334788758,842.5,55.21249605661721,618.0,65.20969482914445,725.5
ENSG00000006638,TBXA2R,protein_coding,0.1791098861423798,2.0,0.1661395061520957,2.0,0.3423334520967956,4.0,0.1786812170117062,2.0,0.0898824187858641,1.0
ENSG00000006652,IFRD1,protein_coding,36.135419529225125,403.5,34.79210468084112,418.83,49.13169704493211,574.08,49.9860704590248,559.5,37.58613106368482,418.17
ENSG00000006659,LGALS14,protein_coding,0.3582197722847596,4.0,0.3322790123041914,4.0,0.0855833630241989,1.0,0.0,0.0,0.0898824187858641,1.0
ENSG00000006695,COX10,protein_coding,21.582741280156764,241.0,21.30739166400627,256.5,22.208882704779615,259.5,22.78185516899254,255.0,20.672956320748757,230.0
ENSG00000006704,GTF2IRD1,protein_coding,1.791098861423798,20.0,1.3706509257547894,16.5,0.5990835411693923,7.0,1.5187903445995028,17.0,1.3482362817879625,15.0
ENSG00000006712,PAF1,protein_coding,29.732241099635047,332.0,30.07125061352932,362.0,23.193091379557902,271.0,24.74734855612131,277.0,25.43672451639956,283.0
ENSG00000006715,VPS41,protein_coding,18.000543557309168,201.0,15.450974072144897,186.0,18.999506591372157,222.0,24.054958840200943,269.25,16.088952962669687,179.0
ENSG00000006740,ARHGAP44,protein_coding,0.7164395445695192,8.0,0.2492092592281435,3.0,0.1711667260483978,2.0,0.2680218255175593,3.0,0.1797648375717283,2.0
ENSG00000006744,ELAC2,protein_coding,85.1667508607016,951.0,83.48510184142808,1005.0,92.6867821552074,1083.0,83.26544712745508,932.0,86.37700445321545,961.0
ENSG00000006747,SCIN,protein_coding,0.0895549430711899,1.0,0.1661395061520957,2.0,0.0,0.0,0.1786812170117062,2.0,0.4494120939293208,5.0
ENSG00000006756,ARSD,protein_coding,1.2537692029966587,14.0,3.07358086381377,37.0,1.3693338083871829,16.0,2.546207342416813,28.5,1.617883538145555,18.0
ENSG00000006757,PNPLA4,protein_coding,15.134785379031094,169.0,23.84101913282573,287.0,16.175255611573593,189.0,18.22548413519403,204.0,15.729423287526227,175.0
ENSG00000006788,MYH13,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006831,ADIPOR2,protein_coding,61.61380083297865,688.0,56.73664135094067,683.0,58.539020308552054,684.0,60.48359195846255,677.0,61.12004477438763,680.0
ENSG00000006837,CDKL3,protein_coding,1.1642142599254688,13.0,1.619860184982933,19.5,0.9842086747782874,11.5,1.0274169978173109,11.5,1.213412653609166,13.5
ENSG00000007001,UPP2,protein_coding,0.0,0.0,0.0830697530760478,1.0,0.0,0.0,0.1786812170117062,2.0,0.0,0.0
ENSG00000007038,PRSS21,protein_coding,5.194186698129014,58.0,2.824371604585626,34.0,5.391751870524531,63.0,5.360436510351186,60.0,4.314356101721479,48.0
